,Node,LCC
4926,17023,0.0
4927,13002,0.0
4928,17022,0.0
4929,14164,0.0
4930,15882,0.0
4931,15961,0.0
4932,13846,0.0
4933,13836,0.0
4934,13837,0.0
4935,14696,0.0
4936,13840,0.0
4937,14695,0.0
4938,13841,0.0
4939,14694,0.0
4940,14693,0.0
4941,13844,0.0
4942,14692,0.0
4943,14691,0.0
4944,13845,0.0
4945,14690,0.0
4946,14689,0.0
4947,14688,0.0
4948,13834,0.0
4949,13831,0.0
4950,14697,0.0
4951,13820,0.0
4952,14701,0.0
4953,13817,0.0
4954,13818,0.0
4955,14700,0.0
4956,13819,0.0
4957,14699,0.0
4958,13821,0.0
4959,13829,0.0
4960,13823,0.0
4961,13824,0.0
4962,13825,0.0
4963,13826,0.0
4964,13827,0.0
4965,14698,0.0
4966,14687,0.0
4967,14686,0.0
4968,13815,0.0
4969,13847,0.0
4970,14676,0.0
4971,14675,0.0
4972,14674,0.0
4973,14673,0.0
4974,14672,0.0
4975,14671,0.0
4976,14670,0.0
4977,14669,0.0
4978,14668,0.0
4979,14667,0.0
4980,14666,0.0
4981,14665,0.0
4982,14664,0.0
4983,14663,0.0
4984,14662,0.0
4985,14677,0.0
4986,14678,0.0
4987,14679,0.0
4988,13861,0.0
4989,13848,0.0
4990,14685,0.0
4991,13851,0.0
4992,13856,0.0
4993,13858,0.0
4994,13860,0.0
4995,14684,0.0
4996,13864,0.0
4997,13862,0.0
4998,14683,0.0
4999,13863,0.0
5000,14682,0.0
5001,14681,0.0
5002,14680,0.0
5003,13816,0.0
5004,13813,0.0
5005,14758,0.0
5006,14722,0.0
5007,14738,0.0
5008,14737,0.0
5009,14736,0.0
5010,14735,0.0
5011,14734,0.0
5012,14733,0.0
5013,14732,0.0
5014,14731,0.0
5015,14730,0.0
5016,14729,0.0
5017,14728,0.0
5018,14727,0.0
5019,14726,0.0
5020,14725,0.0
5021,14724,0.0
5022,14739,0.0
5023,14740,0.0
5024,14741,0.0
5025,14750,0.0
5026,14756,0.0
5027,14755,0.0
5028,14754,0.0
5029,14753,0.0
5030,14752,0.0
5031,14751,0.0
5032,14749,0.0
5033,14742,0.0
5034,14748,0.0
5035,14747,0.0
5036,14746,0.0
5037,14745,0.0
5038,14744,0.0
5039,14743,0.0
5040,14723,0.0
5041,13796,0.0
5042,14702,0.0
5043,13797,0.0
5044,13807,0.0
5045,13808,0.0
5046,14711,0.0
5047,14710,0.0
5048,14709,0.0
5049,13809,0.0
5050,14708,0.0
5051,13810,0.0
5052,13811,0.0
5053,14707,0.0
5054,14706,0.0
5055,13812,0.0
5056,14705,0.0
5057,14704,0.0
5058,14703,0.0
5059,13806,0.0
5060,14712,0.0
5061,14713,0.0
5062,14717,0.0
5063,14721,0.0
5064,14720,0.0
5065,13798,0.0
5066,14719,0.0
5067,14718,0.0
5068,13799,0.0
5069,14716,0.0
5070,14714,0.0
5071,13800,0.0
5072,14715,0.0
5073,13801,0.0
5074,13802,0.0
5075,13803,0.0
5076,13805,0.0
5077,14661,0.0
5078,14660,0.0
5079,14659,0.0
5080,13885,0.0
5081,14579,0.0
5082,13879,0.0
5083,14578,0.0
5084,14577,0.0
5085,14576,0.0
5086,13880,0.0
5087,14575,0.0
5088,14574,0.0
5089,14573,0.0
5090,14571,0.0
5091,13881,0.0
5092,14569,0.0
5093,14568,0.0
5094,13882,0.0
5095,13883,0.0
5096,13878,0.0
5097,14580,0.0
5098,14581,0.0
5099,14589,0.0
5100,14595,0.0
5101,14594,0.0
5102,14593,0.0
5103,14592,0.0
5104,14591,0.0
5105,14590,0.0
5106,14588,0.0
5107,14582,0.0
5108,14587,0.0
5109,14586,0.0
5110,14585,0.0
5111,14584,0.0
5112,13877,0.0
5113,14583,0.0
5114,13884,0.0
5115,13886,0.0
5116,14658,0.0
5117,13887,0.0
5118,14554,0.0
5119,13897,0.0
5120,14552,0.0
5121,14551,0.0
5122,14550,0.0
5123,13898,0.0
5124,13899,0.0
5125,13900,0.0
5126,14546,0.0
5127,14545,0.0
5128,13901,0.0
5129,13902,0.0
5130,13903,0.0
5131,14539,0.0
5132,13904,0.0
5133,13896,0.0
5134,14555,0.0
5135,14556,0.0
5136,14566,0.0
5137,13888,0.0
5138,13889,0.0
5139,13890,0.0
5140,13891,0.0
5141,13892,0.0
5142,14567,0.0
5143,14565,0.0
5144,14557,0.0
5145,14563,0.0
5146,14561,0.0
5147,14560,0.0
5148,13893,0.0
5149,13894,0.0
5150,13895,0.0
5151,14596,0.0
5152,14597,0.0
5153,14598,0.0
5154,14599,0.0
5155,14641,0.0
5156,14640,0.0
5157,14639,0.0
5158,13867,0.0
5159,13868,0.0
5160,13869,0.0
5161,13870,0.0
5162,14638,0.0
5163,13871,0.0
5164,13872,0.0
5165,14637,0.0
5166,13873,0.0
5167,13874,0.0
5168,14636,0.0
5169,13875,0.0
5170,14642,0.0
5171,14643,0.0
5172,13866,0.0
5173,14651,0.0
5174,14657,0.0
5175,14656,0.0
5176,14655,0.0
5177,14654,0.0
5178,14653,0.0
5179,14652,0.0
5180,14650,0.0
5181,13865,0.0
5182,14649,0.0
5183,14648,0.0
5184,14647,0.0
5185,14646,0.0
5186,14645,0.0
5187,14644,0.0
5188,14635,0.0
5189,14634,0.0
5190,14633,0.0
5191,14607,0.0
5192,14614,0.0
5193,14613,0.0
5194,14611,0.0
5195,14610,0.0
5196,14609,0.0
5197,14608,0.0
5198,14606,0.0
5199,14616,0.0
5200,14605,0.0
5201,14604,0.0
5202,14603,0.0
5203,14602,0.0
5204,14601,0.0
5205,14600,0.0
5206,14615,0.0
5207,14617,0.0
5208,13876,0.0
5209,14626,0.0
5210,14632,0.0
5211,14631,0.0
5212,14630,0.0
5213,14629,0.0
5214,14628,0.0
5215,14627,0.0
5216,14625,0.0
5217,14618,0.0
5218,14624,0.0
5219,14623,0.0
5220,14622,0.0
5221,14621,0.0
5222,14620,0.0
5223,14619,0.0
5224,14757,0.0
5225,14759,0.0
5226,14536,0.0
5227,13771,0.0
5228,14926,0.0
5229,14925,0.0
5230,13758,0.0
5231,13759,0.0
5232,14924,0.0
5233,13760,0.0
5234,13761,0.0
5235,13762,0.0
5236,13763,0.0
5237,13764,0.0
5238,13765,0.0
5239,13766,0.0
5240,13767,0.0
5241,13768,0.0
5242,13769,0.0
5243,14927,0.0
5244,14929,0.0
5245,14930,0.0
5246,14939,0.0
5247,14944,0.0
5248,14943,0.0
5249,13756,0.0
5250,14942,0.0
5251,14941,0.0
5252,14940,0.0
5253,14938,0.0
5254,14931,0.0
5255,14937,0.0
5256,14936,0.0
5257,14935,0.0
5258,13757,0.0
5259,14933,0.0
5260,14932,0.0
5261,13770,0.0
5262,13772,0.0
5263,13755,0.0
5264,13773,0.0
5265,14916,0.0
5266,14914,0.0
5267,14913,0.0
5268,14912,0.0
5269,14911,0.0
5270,14910,0.0
5271,14909,0.0
5272,14908,0.0
5273,14907,0.0
5274,14906,0.0
5275,14905,0.0
5276,14904,0.0
5277,14903,0.0
5278,14902,0.0
5279,14901,0.0
5280,14917,0.0
5281,14918,0.0
5282,14919,0.0
5283,13779,0.0
5284,14923,0.0
5285,13774,0.0
5286,13775,0.0
5287,13776,0.0
5288,13777,0.0
5289,13778,0.0
5290,14922,0.0
5291,14920,0.0
5292,13781,0.0
5293,13782,0.0
5294,14921,0.0
5295,13783,0.0
5296,13784,0.0
5297,13785,0.0
5298,14945,0.0
5299,14947,0.0
5300,14760,0.0
5301,14981,0.0
5302,14997,0.0
5303,14996,0.0
5304,14995,0.0
5305,14994,0.0
5306,14993,0.0
5307,14992,0.0
5308,14991,0.0
5309,14990,0.0
5310,14989,0.0
5311,14988,0.0
5312,14987,0.0
5313,14986,0.0
5314,14985,0.0
5315,14984,0.0
5316,14983,0.0
5317,14998,0.0
5318,14999,0.0
5319,15000,0.0
5320,15010,0.0
5321,15016,0.0
5322,15015,0.0
5323,15014,0.0
5324,15013,0.0
5325,15012,0.0
5326,15011,0.0
5327,15009,0.0
5328,15002,0.0
5329,15008,0.0
5330,13744,0.0
5331,15006,0.0
5332,15005,0.0
5333,15004,0.0
5334,15003,0.0
5335,14982,0.0
5336,14980,0.0
5337,13754,0.0
5338,14979,0.0
5339,14961,0.0
5340,13746,0.0
5341,14960,0.0
5342,14959,0.0
5343,14958,0.0
5344,13747,0.0
5345,13748,0.0
5346,14955,0.0
5347,14954,0.0
5348,13749,0.0
5349,13750,0.0
5350,13751,0.0
5351,13752,0.0
5352,13753,0.0
5353,14949,0.0
5354,13745,0.0
5355,14962,0.0
5356,14963,0.0
5357,14972,0.0
5358,14978,0.0
5359,14977,0.0
5360,14976,0.0
5361,14975,0.0
5362,14974,0.0
5363,14973,0.0
5364,14971,0.0
5365,14964,0.0
5366,14970,0.0
5367,14969,0.0
5368,14968,0.0
5369,14967,0.0
5370,14966,0.0
5371,14965,0.0
5372,14899,0.0
5373,14898,0.0
5374,13786,0.0
5375,14795,0.0
5376,14811,0.0
5377,14810,0.0
5378,14809,0.0
5379,14808,0.0
5380,14807,0.0
5381,14806,0.0
5382,14805,0.0
5383,14804,0.0
5384,14803,0.0
5385,14802,0.0
5386,14801,0.0
5387,14800,0.0
5388,14799,0.0
5389,14798,0.0
5390,14797,0.0
5391,14812,0.0
5392,14813,0.0
5393,14814,0.0
5394,14823,0.0
5395,14829,0.0
5396,14828,0.0
5397,14827,0.0
5398,14826,0.0
5399,14825,0.0
5400,14824,0.0
5401,14822,0.0
5402,14815,0.0
5403,14821,0.0
5404,14820,0.0
5405,14819,0.0
5406,14818,0.0
5407,14817,0.0
5408,14816,0.0
5409,14796,0.0
5410,14794,0.0
5411,14896,0.0
5412,14793,0.0
5413,14775,0.0
5414,14774,0.0
5415,14773,0.0
5416,14772,0.0
5417,14771,0.0
5418,14770,0.0
5419,14769,0.0
5420,14768,0.0
5421,14767,0.0
5422,14766,0.0
5423,14765,0.0
5424,14764,0.0
5425,14763,0.0
5426,14762,0.0
5427,14761,0.0
5428,14776,0.0
5429,14777,0.0
5430,14778,0.0
5431,14786,0.0
5432,14792,0.0
5433,14791,0.0
5434,14790,0.0
5435,14789,0.0
5436,14788,0.0
5437,14787,0.0
5438,14785,0.0
5439,14779,0.0
5440,14784,0.0
5441,14783,0.0
5442,13795,0.0
5443,14782,0.0
5444,14781,0.0
5445,14780,0.0
5446,14830,0.0
5447,14831,0.0
5448,14832,0.0
5449,14833,0.0
5450,14879,0.0
5451,14878,0.0
5452,14877,0.0
5453,14876,0.0
5454,14875,0.0
5455,14874,0.0
5456,14873,0.0
5457,14872,0.0
5458,14871,0.0
5459,14870,0.0
5460,14869,0.0
5461,14868,0.0
5462,14867,0.0
5463,14866,0.0
5464,14865,0.0
5465,14880,0.0
5466,14881,0.0
5467,14882,0.0
5468,14889,0.0
5469,14895,0.0
5470,14894,0.0
5471,14893,0.0
5472,14892,0.0
5473,14891,0.0
5474,14890,0.0
5475,14888,0.0
5476,14883,0.0
5477,13787,0.0
5478,14887,0.0
5479,14886,0.0
5480,14885,0.0
5481,13788,0.0
5482,14884,0.0
5483,14864,0.0
5484,14863,0.0
5485,14862,0.0
5486,14837,0.0
5487,14842,0.0
5488,14841,0.0
5489,14840,0.0
5490,13789,0.0
5491,14839,0.0
5492,14838,0.0
5493,13790,0.0
5494,14844,0.0
5495,14836,0.0
5496,14835,0.0
5497,13791,0.0
5498,13792,0.0
5499,14834,0.0
5500,13794,0.0
5501,14843,0.0
5502,14845,0.0
5503,14861,0.0
5504,14854,0.0
5505,14860,0.0
5506,14859,0.0
5507,14858,0.0
5508,14857,0.0
5509,14856,0.0
5510,14855,0.0
5511,14853,0.0
5512,14846,0.0
5513,14852,0.0
5514,14851,0.0
5515,14850,0.0
5516,14849,0.0
5517,14848,0.0
5518,14847,0.0
5519,14537,0.0
5520,14535,0.0
5521,15960,0.0
5522,14123,0.0
5523,14117,0.0
5524,14323,0.0
5525,14322,0.0
5526,14321,0.0
5527,14320,0.0
5528,14319,0.0
5529,14318,0.0
5530,14317,0.0
5531,14316,0.0
5532,14315,0.0
5533,14118,0.0
5534,14119,0.0
5535,14120,0.0
5536,14314,0.0
5537,14121,0.0
5538,14324,0.0
5539,14325,0.0
5540,14116,0.0
5541,14115,0.0
5542,14336,0.0
5543,14111,0.0
5544,14335,0.0
5545,14113,0.0
5546,14114,0.0
5547,14334,0.0
5548,14333,0.0
5549,14326,0.0
5550,14332,0.0
5551,14331,0.0
5552,14330,0.0
5553,14329,0.0
5554,14328,0.0
5555,14327,0.0
5556,14122,0.0
5557,14124,0.0
5558,14337,0.0
5559,14313,0.0
5560,14137,0.0
5561,14138,0.0
5562,14306,0.0
5563,14305,0.0
5564,14304,0.0
5565,14303,0.0
5566,14302,0.0
5567,14139,0.0
5568,14140,0.0
5569,14301,0.0
5570,14141,0.0
5571,14142,0.0
5572,14300,0.0
5573,14143,0.0
5574,14144,0.0
5575,14136,0.0
5576,14135,0.0
5577,14134,0.0
5578,14130,0.0
5579,14125,0.0
5580,14312,0.0
5581,14126,0.0
5582,14127,0.0
5583,14128,0.0
5584,14129,0.0
5585,14131,0.0
5586,14307,0.0
5587,14311,0.0
5588,14310,0.0
5589,14309,0.0
5590,14308,0.0
5591,14132,0.0
5592,14133,0.0
5593,14110,0.0
5594,14109,0.0
5595,14064,0.0
5596,14088,0.0
5597,14077,0.0
5598,14359,0.0
5599,14078,0.0
5600,14079,0.0
5601,14080,0.0
5602,14081,0.0
5603,14082,0.0
5604,14357,0.0
5605,14083,0.0
5606,14356,0.0
5607,14084,0.0
5608,14085,0.0
5609,14355,0.0
5610,14086,0.0
5611,14354,0.0
5612,14360,0.0
5613,14075,0.0
5614,14361,0.0
5615,14363,0.0
5616,14065,0.0
5617,14066,0.0
5618,14067,0.0
5619,14366,0.0
5620,14365,0.0
5621,14364,0.0
5622,14068,0.0
5623,14074,0.0
5624,14069,0.0
5625,14070,0.0
5626,14362,0.0
5627,14071,0.0
5628,14072,0.0
5629,14073,0.0
5630,14087,0.0
5631,14089,0.0
5632,14108,0.0
5633,14090,0.0
5634,14101,0.0
5635,14102,0.0
5636,14345,0.0
5637,14344,0.0
5638,14343,0.0
5639,14103,0.0
5640,14104,0.0
5641,14105,0.0
5642,14342,0.0
5643,14341,0.0
5644,14340,0.0
5645,14339,0.0
5646,14338,0.0
5647,14106,0.0
5648,14107,0.0
5649,14100,0.0
5650,14099,0.0
5651,14346,0.0
5652,14352,0.0
5653,14353,0.0
5654,14091,0.0
5655,14092,0.0
5656,14093,0.0
5657,14094,0.0
5658,14095,0.0
5659,14351,0.0
5660,14098,0.0
5661,14350,0.0
5662,14096,0.0
5663,14349,0.0
5664,14348,0.0
5665,14347,0.0
5666,14097,0.0
5667,14299,0.0
5668,14298,0.0
5669,14145,0.0
5670,14197,0.0
5671,14213,0.0
5672,14159,0.0
5673,14211,0.0
5674,14210,0.0
5675,14209,0.0
5676,14208,0.0
5677,14207,0.0
5678,14206,0.0
5679,14205,0.0
5680,14204,0.0
5681,14203,0.0
5682,14202,0.0
5683,14201,0.0
5684,14200,0.0
5685,14199,0.0
5686,14214,0.0
5687,14215,0.0
5688,14216,0.0
5689,14225,0.0
5690,14231,0.0
5691,14230,0.0
5692,14229,0.0
5693,14228,0.0
5694,14157,0.0
5695,14226,0.0
5696,14224,0.0
5697,14217,0.0
5698,14223,0.0
5699,14222,0.0
5700,14221,0.0
5701,14220,0.0
5702,14158,0.0
5703,14218,0.0
5704,14198,0.0
5705,14196,0.0
5706,14146,0.0
5707,14195,0.0
5708,14177,0.0
5709,14176,0.0
5710,14175,0.0
5711,14161,0.0
5712,14174,0.0
5713,14173,0.0
5714,14172,0.0
5715,14171,0.0
5716,14162,0.0
5717,14170,0.0
5718,14169,0.0
5719,14168,0.0
5720,14163,0.0
5721,14167,0.0
5722,14166,0.0
5723,14178,0.0
5724,14179,0.0
5725,14180,0.0
5726,14189,0.0
5727,14194,0.0
5728,14193,0.0
5729,14192,0.0
5730,14191,0.0
5731,14160,0.0
5732,14190,0.0
5733,14188,0.0
5734,14181,0.0
5735,14187,0.0
5736,14186,0.0
5737,14185,0.0
5738,14184,0.0
5739,14183,0.0
5740,14182,0.0
5741,14232,0.0
5742,14233,0.0
5743,14234,0.0
5744,14235,0.0
5745,14283,0.0
5746,14282,0.0
5747,14281,0.0
5748,14280,0.0
5749,14279,0.0
5750,14278,0.0
5751,14151,0.0
5752,14277,0.0
5753,14276,0.0
5754,14275,0.0
5755,14274,0.0
5756,14273,0.0
5757,14272,0.0
5758,14271,0.0
5759,14270,0.0
5760,14284,0.0
5761,14285,0.0
5762,14286,0.0
5763,14295,0.0
5764,14147,0.0
5765,14148,0.0
5766,14149,0.0
5767,14150,0.0
5768,14297,0.0
5769,14296,0.0
5770,14294,0.0
5771,14287,0.0
5772,14293,0.0
5773,14292,0.0
5774,14291,0.0
5775,14290,0.0
5776,14289,0.0
5777,14288,0.0
5778,14269,0.0
5779,14268,0.0
5780,14267,0.0
5781,14242,0.0
5782,14248,0.0
5783,14153,0.0
5784,14247,0.0
5785,14244,0.0
5786,14154,0.0
5787,14243,0.0
5788,14155,0.0
5789,14250,0.0
5790,14240,0.0
5791,14156,0.0
5792,14239,0.0
5793,14238,0.0
5794,14237,0.0
5795,14236,0.0
5796,14249,0.0
5797,14251,0.0
5798,14266,0.0
5799,14259,0.0
5800,14265,0.0
5801,14264,0.0
5802,14263,0.0
5803,14262,0.0
5804,14261,0.0
5805,14260,0.0
5806,14258,0.0
5807,14252,0.0
5808,14257,0.0
5809,14256,0.0
5810,14255,0.0
5811,14254,0.0
5812,14152,0.0
5813,14253,0.0
5814,14367,0.0
5815,14063,0.0
5816,14534,0.0
5817,14430,0.0
5818,14441,0.0
5819,14440,0.0
5820,13930,0.0
5821,14439,0.0
5822,14438,0.0
5823,13932,0.0
5824,14437,0.0
5825,13933,0.0
5826,13934,0.0
5827,14436,0.0
5828,13935,0.0
5829,14435,0.0
5830,14434,0.0
5831,14433,0.0
5832,14432,0.0
5833,13929,0.0
5834,13927,0.0
5835,13926,0.0
5836,14450,0.0
5837,14456,0.0
5838,14455,0.0
5839,14454,0.0
5840,14453,0.0
5841,14452,0.0
5842,14451,0.0
5843,14449,0.0
5844,14442,0.0
5845,14448,0.0
5846,14447,0.0
5847,14446,0.0
5848,14445,0.0
5849,14444,0.0
5850,14443,0.0
5851,14431,0.0
5852,14429,0.0
5853,14458,0.0
5854,13936,0.0
5855,14415,0.0
5856,13942,0.0
5857,14414,0.0
5858,14413,0.0
5859,13943,0.0
5860,13944,0.0
5861,13945,0.0
5862,14411,0.0
5863,13946,0.0
5864,13947,0.0
5865,14409,0.0
5866,14408,0.0
5867,14407,0.0
5868,14406,0.0
5869,14405,0.0
5870,14416,0.0
5871,14417,0.0
5872,13941,0.0
5873,13938,0.0
5874,14428,0.0
5875,14427,0.0
5876,14426,0.0
5877,14425,0.0
5878,14424,0.0
5879,13937,0.0
5880,14423,0.0
5881,13940,0.0
5882,14422,0.0
5883,14421,0.0
5884,14420,0.0
5885,13939,0.0
5886,14419,0.0
5887,14418,0.0
5888,14457,0.0
5889,14459,0.0
5890,14368,0.0
5891,14498,0.0
5892,14514,0.0
5893,14513,0.0
5894,14512,0.0
5895,14511,0.0
5896,14510,0.0
5897,14509,0.0
5898,14508,0.0
5899,14507,0.0
5900,14506,0.0
5901,14505,0.0
5902,14504,0.0
5903,14503,0.0
5904,14502,0.0
5905,14501,0.0
5906,14500,0.0
5907,14515,0.0
5908,14516,0.0
5909,14517,0.0
5910,14527,0.0
5911,13905,0.0
5912,14532,0.0
5913,14531,0.0
5914,13906,0.0
5915,13907,0.0
5916,14528,0.0
5917,13908,0.0
5918,14518,0.0
5919,14524,0.0
5920,14523,0.0
5921,14522,0.0
5922,14521,0.0
5923,14520,0.0
5924,14519,0.0
5925,14499,0.0
5926,14497,0.0
5927,14460,0.0
5928,14496,0.0
5929,14475,0.0
5930,14474,0.0
5931,14473,0.0
5932,14472,0.0
5933,14471,0.0
5934,14470,0.0
5935,14469,0.0
5936,14468,0.0
5937,14467,0.0
5938,13920,0.0
5939,14466,0.0
5940,13921,0.0
5941,14464,0.0
5942,14463,0.0
5943,14461,0.0
5944,13919,0.0
5945,14477,0.0
5946,14478,0.0
5947,14490,0.0
5948,14495,0.0
5949,14494,0.0
5950,13909,0.0
5951,14492,0.0
5952,14491,0.0
5953,13911,0.0
5954,14489,0.0
5955,13918,0.0
5956,14488,0.0
5957,13913,0.0
5958,13914,0.0
5959,13916,0.0
5960,13917,0.0
5961,14481,0.0
5962,13948,0.0
5963,14404,0.0
5964,13949,0.0
5965,14032,0.0
5966,14376,0.0
5967,14017,0.0
5968,14018,0.0
5969,14019,0.0
5970,14021,0.0
5971,14022,0.0
5972,14023,0.0
5973,14375,0.0
5974,14024,0.0
5975,14025,0.0
5976,14026,0.0
5977,14027,0.0
5978,14028,0.0
5979,14029,0.0
5980,14030,0.0
5981,14016,0.0
5982,14015,0.0
5983,14014,0.0
5984,14009,0.0
5985,14004,0.0
5986,14005,0.0
5987,14006,0.0
5988,14007,0.0
5989,14381,0.0
5990,14008,0.0
5991,14380,0.0
5992,14013,0.0
5993,14379,0.0
5994,14378,0.0
5995,14010,0.0
5996,14011,0.0
5997,14012,0.0
5998,14377,0.0
5999,14031,0.0
6000,14033,0.0
6001,13950,0.0
6002,14034,0.0
6003,14051,0.0
6004,14052,0.0
6005,14053,0.0
6006,14054,0.0
6007,14055,0.0
6008,14056,0.0
6009,14057,0.0
6010,14058,0.0
6011,14059,0.0
6012,14060,0.0
6013,14061,0.0
6014,14371,0.0
6015,14370,0.0
6016,14062,0.0
6017,14369,0.0
6018,14050,0.0
6019,14049,0.0
6020,14048,0.0
6021,14040,0.0
6022,14035,0.0
6023,14036,0.0
6024,14037,0.0
6025,14374,0.0
6026,14038,0.0
6027,14039,0.0
6028,14041,0.0
6029,14047,0.0
6030,14042,0.0
6031,14043,0.0
6032,14044,0.0
6033,14045,0.0
6034,14373,0.0
6035,14046,0.0
6036,14003,0.0
6037,14002,0.0
6038,14382,0.0
6039,14001,0.0
6040,13962,0.0
6041,13963,0.0
6042,13964,0.0
6043,14396,0.0
6044,14395,0.0
6045,14394,0.0
6046,14393,0.0
6047,13965,0.0
6048,13966,0.0
6049,13967,0.0
6050,14392,0.0
6051,14391,0.0
6052,14390,0.0
6053,13968,0.0
6054,13969,0.0
6055,14397,0.0
6056,14398,0.0
6057,13961,0.0
6058,14402,0.0
6059,13951,0.0
6060,14403,0.0
6061,13952,0.0
6062,13953,0.0
6063,13954,0.0
6064,13955,0.0
6065,13956,0.0
6066,13960,0.0
6067,13957,0.0
6068,13958,0.0
6069,14401,0.0
6070,14400,0.0
6071,14399,0.0
6072,13959,0.0
6073,13970,0.0
6074,13971,0.0
6075,13972,0.0
6076,13994,0.0
6077,13988,0.0
6078,13989,0.0
6079,13991,0.0
6080,14384,0.0
6081,13992,0.0
6082,13993,0.0
6083,13995,0.0
6084,13986,0.0
6085,13996,0.0
6086,13997,0.0
6087,13998,0.0
6088,14383,0.0
6089,13999,0.0
6090,14000,0.0
6091,13987,0.0
6092,13985,0.0
6093,13973,0.0
6094,14385,0.0
6095,14388,0.0
6096,13974,0.0
6097,14387,0.0
6098,14386,0.0
6099,13975,0.0
6100,13976,0.0
6101,13977,0.0
6102,13984,0.0
6103,13978,0.0
6104,13979,0.0
6105,13980,0.0
6106,13981,0.0
6107,13982,0.0
6108,13983,0.0
6109,15017,0.0
6110,15018,0.0
6111,15019,0.0
6112,15621,0.0
6113,13466,0.0
6114,13467,0.0
6115,13468,0.0
6116,13469,0.0
6117,13472,0.0
6118,13473,0.0
6119,15630,0.0
6120,13474,0.0
6121,13475,0.0
6122,15627,0.0
6123,13477,0.0
6124,15626,0.0
6125,13478,0.0
6126,13479,0.0
6127,15622,0.0
6128,15633,0.0
6129,13465,0.0
6130,13463,0.0
6131,15641,0.0
6132,15646,0.0
6133,15645,0.0
6134,15644,0.0
6135,15643,0.0
6136,15642,0.0
6137,13459,0.0
6138,15640,0.0
6139,13462,0.0
6140,13460,0.0
6141,15639,0.0
6142,15638,0.0
6143,15637,0.0
6144,15636,0.0
6145,13461,0.0
6146,13480,0.0
6147,15620,0.0
6148,13458,0.0
6149,13481,0.0
6150,13490,0.0
6151,15601,0.0
6152,13492,0.0
6153,13493,0.0
6154,13494,0.0
6155,15600,0.0
6156,13495,0.0
6157,13496,0.0
6158,15598,0.0
6159,15597,0.0
6160,15596,0.0
6161,15595,0.0
6162,15594,0.0
6163,15593,0.0
6164,15592,0.0
6165,13489,0.0
6166,15603,0.0
6167,15604,0.0
6168,13484,0.0
6169,15618,0.0
6170,15617,0.0
6171,13482,0.0
6172,15616,0.0
6173,15615,0.0
6174,13483,0.0
6175,13485,0.0
6176,13488,0.0
6177,15613,0.0
6178,13486,0.0
6179,13487,0.0
6180,15608,0.0
6181,15607,0.0
6182,15606,0.0
6183,15647,0.0
6184,13457,0.0
6185,15710,0.0
6186,13449,0.0
6187,15694,0.0
6188,15693,0.0
6189,15692,0.0
6190,13446,0.0
6191,15691,0.0
6192,15690,0.0
6193,15689,0.0
6194,15688,0.0
6195,15687,0.0
6196,13447,0.0
6197,15686,0.0
6198,15685,0.0
6199,15684,0.0
6200,13448,0.0
6201,15683,0.0
6202,13445,0.0
6203,15695,0.0
6204,15696,0.0
6205,15704,0.0
6206,13442,0.0
6207,15708,0.0
6208,15707,0.0
6209,15706,0.0
6210,13443,0.0
6211,15705,0.0
6212,15703,0.0
6213,13444,0.0
6214,15702,0.0
6215,15701,0.0
6216,15700,0.0
6217,15699,0.0
6218,15698,0.0
6219,15697,0.0
6220,15682,0.0
6221,15681,0.0
6222,15648,0.0
6223,15679,0.0
6224,15662,0.0
6225,15661,0.0
6226,15660,0.0
6227,15659,0.0
6228,15658,0.0
6229,13454,0.0
6230,15657,0.0
6231,15656,0.0
6232,15655,0.0
6233,15654,0.0
6234,15653,0.0
6235,15652,0.0
6236,13455,0.0
6237,15651,0.0
6238,15650,0.0
6239,15663,0.0
6240,15664,0.0
6241,15665,0.0
6242,13452,0.0
6243,13450,0.0
6244,15677,0.0
6245,13451,0.0
6246,15675,0.0
6247,15674,0.0
6248,15673,0.0
6249,15672,0.0
6250,15666,0.0
6251,15671,0.0
6252,15670,0.0
6253,15669,0.0
6254,15668,0.0
6255,15667,0.0
6256,13453,0.0
6257,13497,0.0
6258,13498,0.0
6259,15591,0.0
6260,15507,0.0
6261,15521,0.0
6262,13523,0.0
6263,13524,0.0
6264,15520,0.0
6265,13525,0.0
6266,15519,0.0
6267,15518,0.0
6268,15516,0.0
6269,15515,0.0
6270,15514,0.0
6271,15513,0.0
6272,15512,0.0
6273,15511,0.0
6274,13526,0.0
6275,13527,0.0
6276,13522,0.0
6277,13521,0.0
6278,15522,0.0
6279,13517,0.0
6280,13514,0.0
6281,15530,0.0
6282,15529,0.0
6283,13515,0.0
6284,13516,0.0
6285,15528,0.0
6286,15527,0.0
6287,13520,0.0
6288,13518,0.0
6289,15526,0.0
6290,15525,0.0
6291,13519,0.0
6292,15524,0.0
6293,15523,0.0
6294,15508,0.0
6295,15506,0.0
6296,15590,0.0
6297,15505,0.0
6298,15490,0.0
6299,15489,0.0
6300,13535,0.0
6301,13536,0.0
6302,15488,0.0
6303,13537,0.0
6304,13538,0.0
6305,13539,0.0
6306,15487,0.0
6307,13540,0.0
6308,13541,0.0
6309,13542,0.0
6310,13543,0.0
6311,13545,0.0
6312,15486,0.0
6313,15492,0.0
6314,15493,0.0
6315,13534,0.0
6316,13530,0.0
6317,15504,0.0
6318,15503,0.0
6319,13528,0.0
6320,15502,0.0
6321,13529,0.0
6322,15501,0.0
6323,15500,0.0
6324,13533,0.0
