,betweenness_centrality,vertex
3514,3.199553122e-07,7717
3515,3.178380953e-07,8830
3516,3.077176939e-07,13791
3517,3.077176939e-07,12106
3518,3.064072748e-07,2909
3519,3.062191238e-07,12119
3520,3.016136366e-07,15392
3521,2.856688759e-07,9696
3522,2.856688759e-07,16984
3523,2.856688759e-07,20012
3524,2.591203477e-07,18985
3525,2.591203477e-07,20337
3526,2.566870259e-07,580
3527,2.529285875e-07,7606
3528,2.472134503e-07,1639
3529,2.453047616e-07,929
3530,2.424742082e-07,7999
3531,2.418395047e-07,11543
3532,2.41719818e-07,11555
3533,2.375753663e-07,2786
3534,2.354737511e-07,4495
3535,2.277898797e-07,11823
3536,2.062996863e-07,8859
3537,2.062996863e-07,8874
3538,2.062996863e-07,8862
3539,2.016212996e-07,5438
3540,2.016092205e-07,2623
3541,2.014331817e-07,13369
3542,2.014331817e-07,8956
3543,2.014331817e-07,5215
3544,1.939618404e-07,3012
3545,1.939618404e-07,3005
3546,1.8664509e-07,12107
3547,1.8664509e-07,13193
3548,1.799568805e-07,15288
3549,1.776324642e-07,11364
3550,1.70420921e-07,3932
3551,1.672054941e-07,4711
3552,1.672054941e-07,4710
3553,1.672054941e-07,4709
3554,1.648089669e-07,1665
3555,1.648089669e-07,3887
3556,1.6023094e-07,12475
3557,1.555294306e-07,11782
3558,1.483280702e-07,5345
3559,1.467740761e-07,9649
3560,1.419193363e-07,2610
3561,1.419193363e-07,2622
3562,1.419193363e-07,2645
3563,1.419193363e-07,2615
3564,1.318471735e-07,11476
3565,1.318471735e-07,20716
3566,1.318471735e-07,8154
3567,1.318471735e-07,13221
3568,1.318471735e-07,17524
3569,1.315763904e-07,4934
3570,1.314185255e-07,2630
3571,1.314185255e-07,2619
3572,1.314185255e-07,2725
3573,1.314185255e-07,2613
3574,1.314185255e-07,2738
3575,1.314185255e-07,2621
3576,1.314185255e-07,2684
3577,1.314185255e-07,2715
3578,1.314185255e-07,2708
3579,1.314185255e-07,2757
3580,1.06831039e-07,11790
3581,1.029712206e-07,3929
3582,1.029712206e-07,3928
3583,1.025478016e-07,17750
3584,1.025478016e-07,18411
3585,1.01558322e-07,11783
3586,9.868692376e-08,5491
3587,8.382905597e-08,13806
3588,8.325904844e-08,6316
3589,8.325904844e-08,6324
3590,8.325904844e-08,6311
3591,8.325904844e-08,6278
3592,8.325904844e-08,6306
3593,8.325904844e-08,6323
3594,8.325904844e-08,6296
3595,8.240448343e-08,20308
3596,7.855570743e-08,10367
3597,7.855570743e-08,10359
3598,7.760041388e-08,3201
3599,7.760041388e-08,3199
3600,7.760041388e-08,3188
3601,7.760041388e-08,8501
3602,7.760041388e-08,8508
3603,7.69108512e-08,15382
3604,7.69108512e-08,6921
3605,6.592358674e-08,9689
3606,6.552367203e-08,8829
3607,5.794216694e-08,11362
3608,5.507750935e-08,5410
3609,5.507750935e-08,5492
3610,5.493632228e-08,16681
3611,5.493632228e-08,2927
3612,5.493632228e-08,1374
3613,5.421789269e-08,3008
3614,5.129329328e-08,11787
3615,5.096188633e-08,15377
3616,5.090077276e-08,6703
3617,5.022749466e-08,910
3618,5.022749466e-08,904
3619,5.022749466e-08,915
3620,5.022749466e-08,913
3621,5.022749466e-08,921
3622,4.989269526e-08,536
3623,4.56494678e-08,13050
3624,4.56494678e-08,13069
3625,4.56494678e-08,13062
3626,4.56494678e-08,13068
3627,4.56494678e-08,13042
3628,4.56494678e-08,13052
3629,4.56494678e-08,13051
3630,4.56494678e-08,13061
3631,4.56494678e-08,13048
3632,4.56494678e-08,13060
3633,4.56494678e-08,13065
3634,4.56494678e-08,13055
3635,4.56494678e-08,13059
3636,4.41581807e-08,10746
3637,4.168134259e-08,13187
3638,3.662421486e-08,22272
3639,3.662421486e-08,20679
3640,3.662421486e-08,1593
3641,3.662421486e-08,22178
3642,3.52915465e-08,6631
3643,3.212761659e-08,5445
3644,3.165898733e-08,8845
3645,2.916818641e-08,12613
3646,2.824188211e-08,3917
3647,2.824188211e-08,3921
3648,2.824188211e-08,3906
3649,2.683336656e-08,12037
3650,2.673100145e-08,13368
3651,2.293441847e-08,820
3652,2.197452891e-08,20026
3653,2.197452891e-08,16690
3654,2.197452891e-08,6270
3655,2.158229422e-08,12876
3656,2.014331817e-08,190
3657,1.159085536e-08,15787
3658,1.159085536e-08,15805
3659,1.159085536e-08,15812
3660,1.159085536e-08,15807
3661,1.159085536e-08,15801
3662,1.159085536e-08,15820
3663,1.159085536e-08,15786
3664,1.159085536e-08,15794
3665,1.098726446e-08,12831
3666,1.098726446e-08,21029
3667,1.098726446e-08,9106
3668,9.766457295e-09,9073
3669,9.736126682e-09,797
3670,9.736126682e-09,846
3671,9.395987243e-09,854
3672,9.387657954e-09,2742
3673,8.512468734e-09,16376
3674,8.057327268e-09,19954
3675,8.057327268e-09,19956
3676,8.057327268e-09,19972
3677,8.057327268e-09,19949
3678,8.057327268e-09,19955
3679,8.057327268e-09,19970
3680,8.057327268e-09,19951
3681,8.057327268e-09,19973
3682,8.057327268e-09,19957
3683,8.057327268e-09,19969
3684,8.014519744e-09,12080
3685,7.853859408e-09,870
3686,6.857549817e-09,3938
3687,6.104035809e-09,82
3688,5.826901546e-09,15784
3689,5.826901546e-09,15791
3690,5.826901546e-09,15811
3691,5.826901546e-09,15792
3692,5.826901546e-09,15796
3693,5.826901546e-09,15765
3694,5.826901546e-09,15798
3695,5.826901546e-09,15776
3696,5.826901546e-09,15781
3697,5.826901546e-09,15767
3698,5.826901546e-09,15819
3699,5.826901546e-09,15806
3700,5.826901546e-09,15799
3701,5.826901546e-09,15817
3702,5.826901546e-09,15768
3703,5.826901546e-09,15788
3704,5.826901546e-09,15816
3705,5.493632228e-09,13167
3706,4.883228647e-09,1970
3707,4.578026857e-09,6994
3708,4.578026857e-09,6987
3709,4.578026857e-09,6995
3710,4.285414399e-09,799
3711,3.662421486e-09,22092
3712,3.662421486e-09,7695
3713,3.662421486e-09,15378
3714,3.662421486e-09,20447
3715,3.662421486e-09,16954
3716,3.519993983e-09,1733
3717,3.519993983e-09,1730
3718,3.519993983e-09,1739
3719,3.376669281e-09,8944
3720,2.91938659e-09,13828
3721,2.441614324e-09,192
3722,2.441614324e-09,191
3723,2.441614324e-09,193
3724,1.522045293e-09,4503
3725,9.156053714e-10,10673
3726,8.120547639e-10,3682
3727,0.0,21427
3728,0.0,12583
3729,0.0,1863
3730,0.0,7395
3731,0.0,10787
3732,0.0,10366
3733,0.0,5125
3734,0.0,22542
3735,0.0,22953
3736,0.0,17140
3737,0.0,12462
3738,0.0,10254
3739,0.0,22011
3740,0.0,22089
3741,0.0,4466
3742,0.0,3727
3743,0.0,23334
3744,0.0,17042
3745,0.0,21074
3746,0.0,12012
3747,0.0,11001
3748,0.0,16629
3749,0.0,10423
3750,0.0,9540
3751,0.0,8061
3752,0.0,19646
3753,0.0,15594
3754,0.0,2304
3755,0.0,11948
3756,0.0,11316
3757,0.0,12298
3758,0.0,16707
3759,0.0,579
3760,0.0,20439
3761,0.0,17165
3762,0.0,15703
3763,0.0,23361
3764,0.0,21016
3765,0.0,17828
3766,0.0,20304
3767,0.0,4649
3768,0.0,8857
3769,0.0,10383
3770,0.0,22961
3771,0.0,3155
3772,0.0,6205
3773,0.0,9082
3774,0.0,22473
3775,0.0,16466
3776,0.0,13073
3777,0.0,3787
3778,0.0,1285
3779,0.0,15497
3780,0.0,12548
3781,0.0,17666
3782,0.0,6104
3783,0.0,20367
3784,0.0,16575
3785,0.0,9881
3786,0.0,8683
3787,0.0,2186
3788,0.0,13507
3789,0.0,22511
3790,0.0,17408
3791,0.0,19604
3792,0.0,20340
3793,0.0,19118
3794,0.0,17135
3795,0.0,6517
3796,0.0,16361
3797,0.0,16363
3798,0.0,21683
3799,0.0,3645
3800,0.0,19259
3801,0.0,20004
3802,0.0,12347
3803,0.0,2255
3804,0.0,7495
3805,0.0,8655
3806,0.0,9914
3807,0.0,7986
3808,0.0,8247
3809,0.0,11209
3810,0.0,10471
3811,0.0,15853
3812,0.0,7236
3813,0.0,1674
3814,0.0,435
3815,0.0,19452
3816,0.0,5511
3817,0.0,5594
3818,0.0,21455
3819,0.0,12216
3820,0.0,22747
3821,0.0,21899
3822,0.0,4719
3823,0.0,4738
3824,0.0,10233
3825,0.0,12551
3826,0.0,4920
3827,0.0,15867
3828,0.0,18108
3829,0.0,19759
3830,0.0,4541
3831,0.0,8918
3832,0.0,12476
3833,0.0,4845
3834,0.0,12724
3835,0.0,20218
3836,0.0,66
3837,0.0,9990
3838,0.0,20392
3839,0.0,14891
3840,0.0,14010
3841,0.0,5145
3842,0.0,12365
3843,0.0,20486
3844,0.0,13786
3845,0.0,19385
3846,0.0,23280
3847,0.0,8330
3848,0.0,20616
3849,0.0,3050
3850,0.0,11416
3851,0.0,1897
3852,0.0,13504
3853,0.0,7232
3854,0.0,8096
3855,0.0,6619
3856,0.0,13179
3857,0.0,8790
3858,0.0,11006
3859,0.0,15511
3860,0.0,1922
3861,0.0,19476
3862,0.0,6056
3863,0.0,22663
3864,0.0,22545
3865,0.0,20123
3866,0.0,18017
3867,0.0,20261
3868,0.0,7481
3869,0.0,22140
3870,0.0,19927
3871,0.0,14874
3872,0.0,14914
3873,0.0,19202
3874,0.0,19961
3875,0.0,11482
3876,0.0,16079
3877,0.0,654
3878,0.0,6351
3879,0.0,5122
3880,0.0,5642
3881,0.0,2765
3882,0.0,10901
3883,0.0,21473
3884,0.0,5106
3885,0.0,20046
3886,0.0,21756
3887,0.0,15850
3888,0.0,16427
3889,0.0,22474
3890,0.0,10074
3891,0.0,21432
3892,0.0,3361
3893,0.0,19073
3894,0.0,16474
3895,0.0,22141
3896,0.0,16318
3897,0.0,18945
3898,0.0,9459
3899,0.0,2877
3900,0.0,16842
3901,0.0,20808
3902,0.0,14400
3903,0.0,11907
3904,0.0,11031
3905,0.0,9747
3906,0.0,2235
3907,0.0,13250
3908,0.0,22572
3909,0.0,21025
3910,0.0,509
3911,0.0,4567
3912,0.0,9983
3913,0.0,20763
3914,0.0,16648
3915,0.0,22721
3916,0.0,12372
3917,0.0,1012
3918,0.0,22384
3919,0.0,8408
3920,0.0,22022
3921,0.0,9134
3922,0.0,19631
3923,0.0,7109
3924,0.0,8494
3925,0.0,12217
3926,0.0,13013
3927,0.0,6766
3928,0.0,19250
3929,0.0,1314
3930,0.0,5178
3931,0.0,17799
3932,0.0,7605
3933,0.0,5142
3934,0.0,9801
3935,0.0,23065
3936,0.0,9378
3937,0.0,479
3938,0.0,3722
3939,0.0,14198
3940,0.0,3334
3941,0.0,17041
3942,0.0,2451
3943,0.0,14379
3944,0.0,13083
3945,0.0,6482
3946,0.0,19171
3947,0.0,7693
3948,0.0,10630
3949,0.0,21367
3950,0.0,8936
3951,0.0,14528
3952,0.0,20454
3953,0.0,10594
3954,0.0,4896
3955,0.0,10569
3956,0.0,4953
3957,0.0,22897
3958,0.0,20124
3959,0.0,16815
3960,0.0,15410
3961,0.0,21597
3962,0.0,6777
3963,0.0,11325
3964,0.0,22129
3965,0.0,1444
3966,0.0,14985
3967,0.0,10326
3968,0.0,23133
3969,0.0,18459
3970,0.0,20793
3971,0.0,6100
3972,0.0,13646
3973,0.0,8994
3974,0.0,21921
3975,0.0,5677
3976,0.0,10995
3977,0.0,298
3978,0.0,20164
3979,0.0,11344
3980,0.0,11304
3981,0.0,11042
3982,0.0,436
3983,0.0,1468
3984,0.0,4816
3985,0.0,3278
3986,0.0,9115
3987,0.0,18758
3988,0.0,9260
3989,0.0,23247
3990,0.0,22028
3991,0.0,6941
3992,0.0,7614
3993,0.0,10009
3994,0.0,20554
3995,0.0,5175
3996,0.0,14124
3997,0.0,3944
3998,0.0,21003
3999,0.0,21174
4000,0.0,15404
4001,0.0,18483
4002,0.0,22510
4003,0.0,14787
4004,0.0,15155
4005,0.0,5232
4006,0.0,2831
4007,0.0,8156
4008,0.0,4320
4009,0.0,13312
4010,0.0,12509
4011,0.0,2248
4012,0.0,6310
4013,0.0,20740
4014,0.0,8267
4015,0.0,8526
4016,0.0,10403
4017,0.0,6983
4018,0.0,18826
4019,0.0,20580
4020,0.0,22391
4021,0.0,10820
4022,0.0,7712
4023,0.0,16213
4024,0.0,6221
4025,0.0,10706
4026,0.0,14772
4027,0.0,5221
4028,0.0,7110
4029,0.0,4737
4030,0.0,5428
4031,0.0,12972
4032,0.0,12457
4033,0.0,9571
4034,0.0,6379
4035,0.0,15959
4036,0.0,7477
4037,0.0,20101
4038,0.0,1915
4039,0.0,5500
4040,0.0,21403
4041,0.0,3984
4042,0.0,16761
4043,0.0,12840
4044,0.0,15425
4045,0.0,3475
4046,0.0,16134
4047,0.0,12410
4048,0.0,8856
4049,0.0,21861
4050,0.0,5670
4051,0.0,11818
4052,0.0,17351
4053,0.0,13482
4054,0.0,8422
4055,0.0,1932
4056,0.0,1203
4057,0.0,5389
4058,0.0,7766
4059,0.0,18840
4060,0.0,10439
4061,0.0,4512
4062,0.0,3823
4063,0.0,3592
4064,0.0,20754
4065,0.0,17725
4066,0.0,4477
4067,0.0,5554
4068,0.0,18246
4069,0.0,15347
4070,0.0,177
4071,0.0,1333
4072,0.0,4258
4073,0.0,20372
4074,0.0,11511
4075,0.0,256
4076,0.0,10582
4077,0.0,8518
4078,0.0,19503
4079,0.0,18636
4080,0.0,11165
4081,0.0,750
4082,0.0,2323
4083,0.0,3554
4084,0.0,9343
4085,0.0,10081
4086,0.0,19441
4087,0.0,11133
4088,0.0,21409
4089,0.0,7761
4090,0.0,20072
4091,0.0,8563
4092,0.0,11861
4093,0.0,6882
4094,0.0,15900
4095,0.0,13651
4096,0.0,5550
4097,0.0,1672
4098,0.0,19790
4099,0.0,1735
4100,0.0,23332
4101,0.0,17649
4102,0.0,19817
4103,0.0,15971
4104,0.0,19296
4105,0.0,15750
4106,0.0,7665
4107,0.0,3771
4108,0.0,4981
4109,0.0,2954
4110,0.0,19768
4111,0.0,14333
4112,0.0,11724
4113,0.0,18924
4114,0.0,15278
4115,0.0,17742
4116,0.0,3131
4117,0.0,22015
4118,0.0,23254
4119,0.0,18071
4120,0.0,18731
4121,0.0,12864
4122,0.0,6896
4123,0.0,18779
4124,0.0,16024
4125,0.0,10707
4126,0.0,10175
4127,0.0,6771
4128,0.0,18756
4129,0.0,6403
4130,0.0,8115
4131,0.0,14290
4132,0.0,21666
4133,0.0,16063
4134,0.0,4389
4135,0.0,8187
4136,0.0,18388
4137,0.0,6603
4138,0.0,16163
4139,0.0,106
4140,0.0,13005
4141,0.0,17026
4142,0.0,7127
4143,0.0,4100
4144,0.0,3662
4145,0.0,20135
4146,0.0,8434
4147,0.0,10411
4148,0.0,4872
4149,0.0,20203
4150,0.0,11061
4151,0.0,10998
4152,0.0,8290
4153,0.0,11911
4154,0.0,18925
4155,0.0,175
4156,0.0,1356
4157,0.0,13513
4158,0.0,17697
4159,0.0,1566
4160,0.0,15899
4161,0.0,11801
4162,0.0,20211
4163,0.0,3342
4164,0.0,17158
4165,0.0,7104
4166,0.0,12469
4167,0.0,5448
4168,0.0,10047
4169,0.0,12707
4170,0.0,16752
4171,0.0,11904
4172,0.0,16113
4173,0.0,16522
4174,0.0,18347
4175,0.0,23014
4176,0.0,22056
4177,0.0,8644
4178,0.0,17596
4179,0.0,22425
4180,0.0,15842
4181,0.0,6274
4182,0.0,18281
4183,0.0,9068
4184,0.0,12871
4185,0.0,8547
4186,0.0,2649
4187,0.0,8365
4188,0.0,8288
4189,0.0,21710
4190,0.0,18082
4191,0.0,22650
4192,0.0,21153
4193,0.0,7839
4194,0.0,6820
4195,0.0,22720
4196,0.0,1494
4197,0.0,17401
4198,0.0,11004
4199,0.0,1673
4200,0.0,18710
4201,0.0,5530
4202,0.0,18303
4203,0.0,20237
4204,0.0,21966
4205,0.0,19481
4206,0.0,8554
4207,0.0,7213
4208,0.0,21918
4209,0.0,2667
4210,0.0,11855
4211,0.0,5690
4212,0.0,6077
4213,0.0,1426
4214,0.0,13181
4215,0.0,18255
4216,0.0,18143
4217,0.0,19940
4218,0.0,17348
4219,0.0,15129
4220,0.0,12387
4221,0.0,20385
4222,0.0,8197
4223,0.0,18955
4224,0.0,9444
4225,0.0,6034
4226,0.0,6851
4227,0.0,10430
4228,0.0,11256
4229,0.0,10042
4230,0.0,4275
4231,0.0,11580
4232,0.0,6109
4233,0.0,9965
4234,0.0,14921
4235,0.0,8034
4236,0.0,5916
4237,0.0,12863
4238,0.0,18314
4239,0.0,18451
4240,0.0,9802
4241,0.0,12675
4242,0.0,13661
4243,0.0,215
4244,0.0,11060
4245,0.0,4031
4246,0.0,1154
4247,0.0,9100
4248,0.0,13750
4249,0.0,12760
4250,0.0,15164
4251,0.0,10263
4252,0.0,13451
4253,0.0,1410
4254,0.0,9229
4255,0.0,9464
4256,0.0,16742
4257,0.0,806
4258,0.0,4102
4259,0.0,22183
4260,0.0,13681
4261,0.0,3500
4262,0.0,4598
4263,0.0,8369
4264,0.0,14091
4265,0.0,1637
4266,0.0,11115
4267,0.0,20801
4268,0.0,9146
4269,0.0,11134
4270,0.0,6363
4271,0.0,3701
4272,0.0,8897
4273,0.0,8827
4274,0.0,15151
4275,0.0,8694
4276,0.0,15068
4277,0.0,11592
4278,0.0,22467
4279,0.0,22213
4280,0.0,6353
4281,0.0,17471
4282,0.0,14733
4283,0.0,2785
4284,0.0,5808
4285,0.0,14128
4286,0.0,8469
4287,0.0,17877
4288,0.0,9490
4289,0.0,21214
4290,0.0,18827
4291,0.0,656
4292,0.0,6020
4293,0.0,9011
4294,0.0,19878
4295,0.0,8765
4296,0.0,21820
4297,0.0,12337
4298,0.0,18754
4299,0.0,11113
4300,0.0,10023
4301,0.0,8359
4302,0.0,14587
4303,0.0,6003
4304,0.0,22185
4305,0.0,20631
4306,0.0,11016
4307,0.0,8649
4308,0.0,11468
4309,0.0,6215
4310,0.0,16106
4311,0.0,6010
4312,0.0,21374
4313,0.0,15486
4314,0.0,5144
4315,0.0,19642
4316,0.0,7901
4317,0.0,5616
4318,0.0,12837
4319,0.0,13078
4320,0.0,23081
4321,0.0,5856
4322,0.0,18442
4323,0.0,7814
4324,0.0,4762
4325,0.0,4650
4326,0.0,127
4327,0.0,7830
4328,0.0,17775
4329,0.0,11949
4330,0.0,12213
4331,0.0,1794
4332,0.0,16886
4333,0.0,8065
4334,0.0,7225
4335,0.0,1934
4336,0.0,12008
4337,0.0,5050
4338,0.0,16908
4339,0.0,2771
4340,0.0,21314
4341,0.0,20395
4342,0.0,19169
4343,0.0,2009
4344,0.0,21653
4345,0.0,11967
4346,0.0,1961
4347,0.0,7965
4348,0.0,23109
4349,0.0,20589
4350,0.0,11221
4351,0.0,19023
4352,0.0,19666
4353,0.0,21500
4354,0.0,20630
4355,0.0,22249
4356,0.0,20968
4357,0.0,9989
4358,0.0,7928
4359,0.0,17139
4360,0.0,3054
4361,0.0,19692
4362,0.0,9669
4363,0.0,17260
4364,0.0,15465
4365,0.0,18912
4366,0.0,17007
4367,0.0,2131
4368,0.0,23151
4369,0.0,13533
4370,0.0,16541
4371,0.0,12313
4372,0.0,1898
4373,0.0,15975
4374,0.0,4492
4375,0.0,16653
4376,0.0,3183
4377,0.0,6333
4378,0.0,9214
4379,0.0,23034
4380,0.0,8190
4381,0.0,1640
4382,0.0,19808
4383,0.0,5216
4384,0.0,22470
4385,0.0,16649
4386,0.0,4051
4387,0.0,22592
4388,0.0,16437
4389,0.0,7436
4390,0.0,20796
4391,0.0,18969
4392,0.0,11635
4393,0.0,15840
4394,0.0,17279
4395,0.0,6512
4396,0.0,21863
4397,0.0,4808
4398,0.0,4535
4399,0.0,20627
4400,0.0,14182
4401,0.0,22133
4402,0.0,22204
4403,0.0,16845
4404,0.0,5265
4405,0.0,20268
4406,0.0,12763
4407,0.0,21805
4408,0.0,2977
4409,0.0,15531
4410,0.0,4897
4411,0.0,21718
4412,0.0,3965
4413,0.0,5115
4414,0.0,19003
4415,0.0,20088
4416,0.0,18531
4417,0.0,7622
4418,0.0,19153
4419,0.0,15535
4420,0.0,19059
4421,0.0,20992
4422,0.0,10147
4423,0.0,21048
4424,0.0,18400
4425,0.0,8446
4426,0.0,6285
4427,0.0,5084
4428,0.0,20169
4429,0.0,19402
4430,0.0,11622
4431,0.0,16505
4432,0.0,4044
4433,0.0,7199
4434,0.0,14435
4435,0.0,20400
4436,0.0,13428
4437,0.0,6744
4438,0.0,18837
4439,0.0,6564
4440,0.0,11975
4441,0.0,18126
4442,0.0,21202
4443,0.0,11177
4444,0.0,5887
4445,0.0,16190
4446,0.0,14731
4447,0.0,20625
4448,0.0,6683
4449,0.0,4585
4450,0.0,18550
4451,0.0,12203
4452,0.0,19436
4453,0.0,7713
4454,0.0,14378
4455,0.0,18186
4456,0.0,19508
4457,0.0,4429
4458,0.0,3599
4459,0.0,12770
4460,0.0,7757
4461,0.0,21449
4462,0.0,4771
4463,0.0,8588
4464,0.0,10861
4465,0.0,6626
4466,0.0,14610
4467,0.0,22444
4468,0.0,3327
4469,0.0,22050
4470,0.0,16870
4471,0.0,21263
4472,0.0,16529
4473,0.0,5358
4474,0.0,17411
4475,0.0,21030
4476,0.0,20741
4477,0.0,10165
4478,0.0,3019
4479,0.0,16897
4480,0.0,2104
4481,0.0,7321
4482,0.0,733
4483,0.0,14775
4484,0.0,22341
4485,0.0,13850
4486,0.0,1784
4487,0.0,17290
4488,0.0,19051
4489,0.0,22840
4490,0.0,14555
4491,0.0,12368
4492,0.0,21784
4493,0.0,18707
4494,0.0,22346
4495,0.0,7917
4496,0.0,14394
4497,0.0,640
4498,0.0,3309
4499,0.0,2469
4500,0.0,15355
4501,0.0,20127
4502,0.0,19557
4503,0.0,12264
4504,0.0,17638
4505,0.0,8354
4506,0.0,22424
4507,0.0,21091
4508,0.0,15473
4509,0.0,6906
4510,0.0,4592
4511,0.0,10829
4512,0.0,20470
4513,0.0,16978
4514,0.0,239
4515,0.0,13104
4516,0.0,19409
4517,0.0,20738
4518,0.0,22135
4519,0.0,5799
4520,0.0,15852
4521,0.0,13875
4522,0.0,9434
4523,0.0,23195
4524,0.0,8093
4525,0.0,1028
4526,0.0,11347
4527,0.0,13145
4528,0.0,18836
4529,0.0,15973
4530,0.0,21148
4531,0.0,1230
4532,0.0,2281
4533,0.0,3148
4534,0.0,18207
4535,0.0,1878
4536,0.0,2001
4537,0.0,6655
4538,0.0,2270
4539,0.0,5080
4540,0.0,16744
4541,0.0,13315
4542,0.0,2319
4543,0.0,3582
4544,0.0,14856
4545,0.0,12090
4546,0.0,22019
4547,0.0,453
4548,0.0,9770
4549,0.0,22690
4550,0.0,11656
4551,0.0,20951
4552,0.0,10308
4553,0.0,18890
4554,0.0,15671
4555,0.0,18535
4556,0.0,2555
4557,0.0,3686
4558,0.0,17309
4559,0.0,839
4560,0.0,14393
4561,0.0,15449
4562,0.0,12447
4563,0.0,2202
4564,0.0,18737
4565,0.0,1675
4566,0.0,18777
4567,0.0,18555
4568,0.0,16080
4569,0.0,1376
4570,0.0,18570
4571,0.0,5598
4572,0.0,19702
4573,0.0,20300
4574,0.0,14839
4575,0.0,20342
4576,0.0,491
4577,0.0,11846
4578,0.0,15457
4579,0.0,18851
4580,0.0,10228
4581,0.0,8606
4582,0.0,15183
4583,0.0,12230
4584,0.0,3951
4585,0.0,10015
4586,0.0,10850
4587,0.0,12674
4588,0.0,17456
4589,0.0,10839
4590,0.0,15126
4591,0.0,20683
4592,0.0,13874
4593,0.0,13157
4594,0.0,7173
4595,0.0,7399
4596,0.0,14969
4597,0.0,5673
4598,0.0,10739
4599,0.0,994
4600,0.0,21079
4601,0.0,21113
4602,0.0,16350
4603,0.0,1928
4604,0.0,4388
4605,0.0,12474
4606,0.0,10164
4607,0.0,15010
4608,0.0,13590
4609,0.0,9053
4610,0.0,6183
4611,0.0,7237
4612,0.0,12285
4613,0.0,1843
4614,0.0,7951
4615,0.0,13894
4616,0.0,9530
4617,0.0,12446
4618,0.0,2177
4619,0.0,7141
4620,0.0,8979
4621,0.0,16173
4622,0.0,534
4623,0.0,21719
4624,0.0,4833
4625,0.0,4010
4626,0.0,14729
4627,0.0,19112
4628,0.0,1509
4629,0.0,6435
4630,0.0,21845
4631,0.0,15388
4632,0.0,5346
4633,0.0,7971
4634,0.0,9245
4635,0.0,19924
4636,0.0,9663
4637,0.0,17274
4638,0.0,20991
4639,0.0,20356
4640,0.0,19128
4641,0.0,12092
4642,0.0,22936
4643,0.0,3472
4644,0.0,8057
4645,0.0,6288
4646,0.0,19737
4647,0.0,17826
4648,0.0,1556
4649,0.0,19053
4650,0.0,8311
4651,0.0,22656
4652,0.0,16516
4653,0.0,23284
4654,0.0,22896
4655,0.0,22381
4656,0.0,13114
4657,0.0,4475
4658,0.0,8538
4659,0.0,8844
4660,0.0,20530
4661,0.0,19472
4662,0.0,16465
4663,0.0,12808
4664,0.0,10013
4665,0.0,22330
4666,0.0,22273
4667,0.0,14507
4668,0.0,445
4669,0.0,11655
4670,0.0,15533
4671,0.0,12648
4672,0.0,16403
4673,0.0,13436
4674,0.0,4496
4675,0.0,18078
4676,0.0,11617
4677,0.0,2978
4678,0.0,8320
4679,0.0,22659
4680,0.0,3436
4681,0.0,20610
4682,0.0,4241
4683,0.0,12403
4684,0.0,18847
4685,0.0,20409
4686,0.0,9744
4687,0.0,6019
4688,0.0,2712
4689,0.0,21723
4690,0.0,9156
4691,0.0,23274
4692,0.0,10600
4693,0.0,21063
4694,0.0,5390
4695,0.0,15702
4696,0.0,18742
4697,0.0,4916
4698,0.0,8960
4699,0.0,19572
4700,0.0,16323
4701,0.0,17370
4702,0.0,1067
4703,0.0,19095
4704,0.0,13707
4705,0.0,11628
4706,0.0,20305
4707,0.0,5975
4708,0.0,14099
4709,0.0,23005
4710,0.0,20652
4711,0.0,10811
4712,0.0,10490
4713,0.0,16668
4714,0.0,4839
4715,0.0,11365
4716,0.0,8339
4717,0.0,13793
4718,0.0,15508
4719,0.0,8534
4720,0.0,21917
4721,0.0,22551
4722,0.0,9267
4723,0.0,5357
4724,0.0,13863
4725,0.0,11225
4726,0.0,2887
4727,0.0,7663
4728,0.0,13588
4729,0.0,8213
4730,0.0,13510
4731,0.0,8015
4732,0.0,5251
4733,0.0,21356
4734,0.0,17987
4735,0.0,19860
4736,0.0,8272
4737,0.0,23052
4738,0.0,14141
4739,0.0,3467
4740,0.0,1553
4741,0.0,22376
4742,0.0,10415
4743,0.0,20053
4744,0.0,16753
4745,0.0,9240
4746,0.0,19855
4747,0.0,13959
4748,0.0,13188
4749,0.0,15994
4750,0.0,13313
4751,0.0,9584
4752,0.0,20903
4753,0.0,6551
4754,0.0,4086
4755,0.0,10288
4756,0.0,1721
4757,0.0,1973
4758,0.0,12767
4759,0.0,9839
4760,0.0,13629
4761,0.0,3597
4762,0.0,17385
4763,0.0,3517
4764,0.0,7004
4765,0.0,10003
4766,0.0,6933
4767,0.0,19683
4768,0.0,6016
4769,0.0,8392
4770,0.0,18055
4771,0.0,2751
4772,0.0,5819
4773,0.0,17501
4774,0.0,61
4775,0.0,22772
4776,0.0,21387
4777,0.0,22910
4778,0.0,5877
4779,0.0,13957
4780,0.0,12113
4781,0.0,10370
4782,0.0,3187
4783,0.0,17074
4784,0.0,16355
4785,0.0,19953
4786,0.0,2274
4787,0.0,21685
4788,0.0,3299
4789,0.0,8184
4790,0.0,13670
4791,0.0,17214
4792,0.0,8585
4793,0.0,17045
4794,0.0,5508
4795,0.0,21895
4796,0.0,6377
4797,0.0,16554
4798,0.0,10440
4799,0.0,1347
4800,0.0,8640
4801,0.0,10080
4802,0.0,20359
4803,0.0,14557
4804,0.0,6115
4805,0.0,12980
4806,0.0,4118
4807,0.0,11372
4808,0.0,19177
4809,0.0,3165
