,Node,pagerank_centrality
3736,13253,4.3495889725784776e-05
3737,18151,4.3495889725784776e-05
3738,13251,4.3495889725784776e-05
3739,18154,4.3495889725784776e-05
3740,18152,4.3495889725784776e-05
3741,13250,4.3495889725784776e-05
3742,18153,4.3495889725784776e-05
3743,18155,4.3495889725784776e-05
3744,18666,4.3495889725784776e-05
3745,18156,4.3495889725784776e-05
3746,13254,4.3495889725784776e-05
3747,13255,4.3495889725784776e-05
3748,18667,4.3495889725784776e-05
3749,18148,4.3495889725784776e-05
3750,18668,4.3495889725784776e-05
3751,12546,4.3495889725784776e-05
3752,12545,4.3495889725784776e-05
3753,12544,4.3495889725784776e-05
3754,12543,4.3495889725784776e-05
3755,12542,4.3495889725784776e-05
3756,18149,4.3495889725784776e-05
3757,18145,4.3495889725784776e-05
3758,18147,4.3495889725784776e-05
3759,3944,4.3495889725784776e-05
3760,3943,4.3495889725784776e-05
3761,3942,4.3495889725784776e-05
3762,3941,4.3495889725784776e-05
3763,882,4.3495889725784776e-05
3764,13243,4.3495889725784776e-05
3765,13244,4.3495889725784776e-05
3766,13245,4.3495889725784776e-05
3767,13246,4.3495889725784776e-05
3768,18658,4.3495889725784776e-05
3769,18659,4.3495889725784776e-05
3770,13247,4.3495889725784776e-05
3771,13248,4.3495889725784776e-05
3772,18660,4.3495889725784776e-05
3773,3940,4.3495889725784776e-05
3774,13249,4.3495889725784776e-05
3775,12540,4.3495889725784776e-05
3776,3945,4.3495889725784776e-05
3777,18146,4.3495889725784776e-05
3778,16415,4.3495889725784776e-05
3779,18664,4.3495889725784776e-05
3780,18144,4.3495889725784776e-05
3781,18143,4.3495889725784776e-05
3782,18142,4.3495889725784776e-05
3783,11769,4.3495889725784776e-05
3784,3954,4.3495889725784776e-05
3785,3953,4.3495889725784776e-05
3786,3952,4.3495889725784776e-05
3787,3951,4.3495889725784776e-05
3788,3950,4.3495889725784776e-05
3789,3949,4.3495889725784776e-05
3790,3948,4.3495889725784776e-05
3791,3947,4.3495889725784776e-05
3792,3946,4.3495889725784776e-05
3793,16416,4.3495889725784776e-05
3794,12541,4.3495889725784776e-05
3795,16420,4.3495889725784776e-05
3796,12539,4.3495889725784776e-05
3797,10389,4.3495889725784776e-05
3798,10391,4.3495889725784776e-05
3799,10392,4.3495889725784776e-05
3800,10393,4.3495889725784776e-05
3801,10394,4.3495889725784776e-05
3802,10395,4.3495889725784776e-05
3803,10396,4.3495889725784776e-05
3804,10397,4.3495889725784776e-05
3805,10398,4.3495889725784776e-05
3806,10399,4.3495889725784776e-05
3807,10400,4.3495889725784776e-05
3808,10401,4.3495889725784776e-05
3809,10402,4.3495889725784776e-05
3810,10403,4.3495889725784776e-05
3811,12538,4.3495889725784776e-05
3812,11779,4.3495889725784776e-05
3813,11778,4.3495889725784776e-05
3814,11776,4.3495889725784776e-05
3815,11775,4.3495889725784776e-05
3816,11774,4.3495889725784776e-05
3817,11773,4.3495889725784776e-05
3818,16418,4.3495889725784776e-05
3819,16419,4.3495889725784776e-05
3820,16424,4.3495889725784776e-05
3821,16423,4.3495889725784776e-05
3822,16422,4.3495889725784776e-05
3823,11770,4.3495889725784776e-05
3824,16421,4.3495889725784776e-05
3825,10390,4.3495889725784776e-05
3826,16417,4.3495889725784776e-05
3827,10388,4.3495889725784776e-05
3828,12537,4.3495889725784776e-05
3829,12536,4.3495889725784776e-05
3830,12535,4.3495889725784776e-05
3831,12534,4.3495889725784776e-05
3832,6858,4.349453054595873e-05
3833,7458,4.3493737814747176e-05
3834,12152,4.349238696160759e-05
3835,12161,4.349238696160759e-05
3836,12932,4.3492341368164974e-05
3837,1743,4.349083996813261e-05
3838,1744,4.349083996813261e-05
3839,1734,4.349083996813261e-05
3840,3205,4.3489068704310975e-05
3841,3191,4.3489068704310975e-05
3842,3196,4.3489068704310975e-05
3843,3167,4.3489068704310975e-05
3844,3199,4.3489068704310975e-05
3845,2897,4.348717399186729e-05
3846,583,4.3486123598890396e-05
3847,10372,4.348601839441413e-05
3848,1316,4.3482903555276296e-05
3849,16304,4.347964900881626e-05
3850,17163,4.3479381006342e-05
3851,15217,4.3478924052159774e-05
3852,15225,4.3478924052159774e-05
3853,15222,4.3478924052159774e-05
3854,8507,4.3474431852359534e-05
3855,2441,4.347229140757177e-05
3856,12149,4.347084696015152e-05
3857,2610,4.346837094217518e-05
3858,2617,4.346837094217518e-05
3859,2685,4.3468370942175174e-05
3860,949,4.3468262436167915e-05
3861,9126,4.346735108383606e-05
3862,4734,4.346522351229006e-05
3863,5444,4.3462584683310676e-05
3864,3663,4.345989420919294e-05
3865,3661,4.345989420919294e-05
3866,3662,4.345989420919294e-05
3867,3658,4.345989420919294e-05
3868,3666,4.345989420919294e-05
3869,3664,4.345989420919294e-05
3870,3665,4.345989420919294e-05
3871,3670,4.345989420919294e-05
3872,3669,4.345989420919294e-05
3873,3668,4.345989420919294e-05
3874,3667,4.345989420919294e-05
3875,3659,4.345989420919294e-05
3876,2197,4.3458481804155874e-05
3877,2220,4.3458481804155874e-05
3878,2251,4.3458481804155874e-05
3879,2205,4.3458481804155874e-05
3880,5780,4.3458471142228986e-05
3881,851,4.345806271142536e-05
3882,2862,4.345768687330406e-05
3883,5360,4.345683418593405e-05
3884,3931,4.3455756861146134e-05
3885,4497,4.34557506533744e-05
3886,6412,4.345491771860247e-05
3887,22420,4.345489712116339e-05
3888,22425,4.345489712116339e-05
3889,22428,4.345489712116339e-05
3890,22423,4.345489712116339e-05
3891,8944,4.345083275449038e-05
3892,854,4.345066675559928e-05
3893,822,4.345066675559927e-05
3894,5469,4.344759104927726e-05
3895,1958,4.344735599072464e-05
3896,18553,4.3447097288320574e-05
3897,1280,4.344631419019539e-05
3898,479,4.3444274874770805e-05
3899,4623,4.344388056859754e-05
3900,4918,4.344321702442536e-05
3901,4922,4.344321702442536e-05
3902,7400,4.344236810869141e-05
3903,2562,4.3440545043090506e-05
3904,877,4.343947213128051e-05
3905,9360,4.3436693768384953e-05
3906,9358,4.3436693768384953e-05
3907,8879,4.343611677607817e-05
3908,6026,4.343529743645141e-05
3909,20852,4.343493602520951e-05
3910,2908,4.3431311499729214e-05
3911,8273,4.342691426819762e-05
3912,1962,4.342563093987035e-05
3913,1954,4.342563093987035e-05
3914,4878,4.342368144898531e-05
3915,4874,4.342368144898531e-05
3916,4870,4.342368144898531e-05
3917,4871,4.342368144898531e-05
3918,4872,4.342368144898531e-05
3919,4881,4.342368144898531e-05
3920,4873,4.342368144898531e-05
3921,4875,4.342368144898531e-05
3922,4876,4.342368144898531e-05
3923,4877,4.342368144898531e-05
3924,4882,4.342368144898531e-05
3925,4880,4.342368144898531e-05
3926,14790,4.3422213466844094e-05
3927,14794,4.3422213466844094e-05
3928,14795,4.3422213466844094e-05
3929,14791,4.3422213466844094e-05
3930,14793,4.3422213466844094e-05
3931,14797,4.3422213466844094e-05
3932,14792,4.3422213466844094e-05
3933,14796,4.3422213466844094e-05
3934,15390,4.34218414802581e-05
3935,15392,4.34218414802581e-05
3936,2692,4.342145058813247e-05
3937,2865,4.3420896782333574e-05
3938,2831,4.3420896782333574e-05
3939,5075,4.342065079950557e-05
3940,19005,4.341997699623017e-05
3941,10153,4.3419679743916894e-05
3942,1890,4.341835135617112e-05
3943,14588,4.341788164030994e-05
3944,3537,4.3415025808754267e-05
3945,4956,4.340977681680377e-05
3946,2943,4.340937561425967e-05
3947,2859,4.340917092805514e-05
3948,13192,4.340898866990984e-05
3949,4699,4.3408064428611983e-05
3950,4702,4.3408064428611983e-05
3951,4698,4.3408064428611983e-05
3952,4700,4.3408064428611983e-05
3953,4697,4.3408064428611983e-05
3954,4695,4.3408064428611983e-05
3955,4694,4.3408064428611983e-05
3956,4692,4.3408064428611983e-05
3957,4691,4.3408064428611983e-05
3958,850,4.340790458074309e-05
3959,14464,4.340462016570046e-05
3960,14469,4.340462016570046e-05
3961,14467,4.340462016570046e-05
3962,14468,4.340462016570046e-05
3963,14466,4.340462016570046e-05
3964,14472,4.340462016570046e-05
3965,14463,4.340462016570046e-05
3966,14471,4.340462016570046e-05
3967,14470,4.340462016570046e-05
3968,20965,4.340449769038928e-05
3969,13471,4.340292788843818e-05
3970,13476,4.340292788843818e-05
3971,11612,4.339990747456422e-05
3972,11613,4.339990747456422e-05
3973,8624,4.33971795874295e-05
3974,5609,4.3391551876407215e-05
3975,715,4.3390349208638504e-05
3976,20361,4.339006772121282e-05
3977,20364,4.339006772121282e-05
3978,20362,4.339006772121282e-05
3979,20358,4.339006772121282e-05
3980,20363,4.339006772121282e-05
3981,20360,4.339006772121282e-05
3982,20357,4.339006772121282e-05
3983,20359,4.339006772121282e-05
3984,1288,4.338921065268949e-05
3985,15082,4.3388269858930556e-05
3986,15070,4.3388269858930556e-05
3987,15049,4.3388269858930556e-05
3988,5785,4.338794902817572e-05
3989,16268,4.338790544538549e-05
3990,12126,4.3385220570349385e-05
3991,7991,4.338430901456856e-05
3992,20496,4.338404593117264e-05
3993,4171,4.338242773688236e-05
3994,4178,4.338242773688236e-05
3995,12875,4.3380827158915846e-05
3996,19788,4.3376548915536823e-05
3997,5235,4.337597439704408e-05
3998,2782,4.337309160041122e-05
3999,846,4.337194224537598e-05
4000,13284,4.3369550693455115e-05
4001,5152,4.33681718727725e-05
4002,7488,4.33673646662755e-05
4003,7563,4.3366733273673645e-05
4004,16051,4.3366733273673645e-05
4005,15919,4.3366733273673645e-05
4006,15917,4.3366733273673645e-05
4007,16049,4.3366733273673645e-05
4008,15916,4.3366733273673645e-05
4009,15915,4.3366733273673645e-05
4010,15914,4.3366733273673645e-05
4011,15913,4.3366733273673645e-05
4012,15912,4.3366733273673645e-05
4013,16050,4.3366733273673645e-05
4014,16052,4.3366733273673645e-05
4015,15920,4.3366733273673645e-05
4016,16054,4.3366733273673645e-05
4017,20488,4.3366733273673645e-05
4018,20487,4.3366733273673645e-05
4019,16055,4.3366733273673645e-05
4020,16056,4.3366733273673645e-05
4021,7562,4.3366733273673645e-05
4022,1686,4.3366733273673645e-05
4023,16059,4.3366733273673645e-05
4024,7560,4.3366733273673645e-05
4025,20489,4.3366733273673645e-05
4026,15921,4.3366733273673645e-05
4027,7557,4.3366733273673645e-05
4028,5674,4.3366733273673645e-05
4029,1689,4.3366733273673645e-05
4030,1690,4.3366733273673645e-05
4031,1691,4.3366733273673645e-05
4032,1693,4.3366733273673645e-05
4033,1684,4.3366733273673645e-05
4034,16046,4.3366733273673645e-05
4035,1694,4.3366733273673645e-05
4036,1696,4.3366733273673645e-05
4037,1697,4.3366733273673645e-05
4038,5672,4.3366733273673645e-05
4039,15922,4.3366733273673645e-05
4040,5671,4.3366733273673645e-05
4041,5669,4.3366733273673645e-05
4042,5666,4.3366733273673645e-05
4043,5665,4.3366733273673645e-05
4044,5663,4.3366733273673645e-05
4045,5662,4.3366733273673645e-05
4046,1683,4.3366733273673645e-05
4047,16047,4.3366733273673645e-05
4048,16048,4.3366733273673645e-05
4049,12972,4.3366733273673645e-05
4050,16058,4.3366733273673645e-05
4051,7556,4.3366733273673645e-05
4052,23180,4.3366733273673645e-05
4053,1363,4.3366733273673645e-05
4054,5023,4.3366733273673645e-05
4055,5022,4.3366733273673645e-05
4056,5020,4.3366733273673645e-05
4057,5019,4.3366733273673645e-05
4058,5018,4.3366733273673645e-05
4059,5017,4.3366733273673645e-05
4060,5016,4.3366733273673645e-05
4061,5015,4.3366733273673645e-05
4062,5014,4.3366733273673645e-05
4063,5013,4.3366733273673645e-05
4064,5012,4.3366733273673645e-05
4065,5011,4.3366733273673645e-05
4066,5010,4.3366733273673645e-05
4067,5009,4.3366733273673645e-05
4068,5008,4.3366733273673645e-05
4069,5007,4.3366733273673645e-05
4070,1364,4.3366733273673645e-05
4071,1365,4.3366733273673645e-05
4072,1366,4.3366733273673645e-05
4073,1369,4.3366733273673645e-05
4074,1362,4.3366733273673645e-05
4075,5021,4.3366733273673645e-05
4076,23179,4.3366733273673645e-05
4077,23175,4.3366733273673645e-05
4078,7555,4.3366733273673645e-05
4079,20486,4.3366733273673645e-05
4080,20485,4.3366733273673645e-05
4081,1355,4.3366733273673645e-05
4082,7553,4.3366733273673645e-05
4083,1360,4.3366733273673645e-05
4084,23173,4.3366733273673645e-05
4085,23174,4.3366733273673645e-05
4086,1356,4.3366733273673645e-05
4087,23176,4.3366733273673645e-05
4088,1357,4.3366733273673645e-05
4089,23178,4.3366733273673645e-05
4090,23177,4.3366733273673645e-05
4091,1359,4.3366733273673645e-05
4092,1688,4.3366733273673645e-05
4093,17949,4.336147164192351e-05
4094,9575,4.3357351919145e-05
4095,9594,4.3357351919145e-05
4096,1745,4.33552677259766e-05
4097,3674,4.3354866223328626e-05
4098,4925,4.3353104113601566e-05
4099,12106,4.335266506207147e-05
4100,19159,4.3352233054841146e-05
4101,1010,4.3350060259502456e-05
4102,7490,4.3348463258267216e-05
4103,7674,4.3347772326464755e-05
4104,15056,4.334675969940135e-05
4105,11611,4.3345301814043144e-05
4106,2588,4.334525665230821e-05
4107,4147,4.334380540829975e-05
4108,11198,4.334257698821669e-05
4109,4884,4.3340455151963294e-05
4110,11808,4.3340455151963294e-05
4111,11812,4.3340455151963294e-05
4112,11820,4.3340455151963294e-05
4113,11822,4.3340455151963294e-05
4114,11810,4.3340455151963294e-05
4115,7570,4.333347242222498e-05
4116,7568,4.333347242222498e-05
4117,7569,4.333347242222498e-05
4118,7572,4.333347242222498e-05
4119,7574,4.333347242222498e-05
4120,7577,4.333347242222498e-05
4121,574,4.333225326254419e-05
4122,15811,4.333182336708451e-05
4123,15806,4.333182336708451e-05
4124,15804,4.333182336708451e-05
4125,15800,4.333182336708451e-05
4126,15793,4.333182336708451e-05
4127,15786,4.333182336708451e-05
4128,15785,4.333182336708451e-05
4129,15819,4.333182336708451e-05
4130,6765,4.3331270524769865e-05
4131,14107,4.3331113242609194e-05
4132,2907,4.333103819198183e-05
4133,13917,4.332989279248386e-05
4134,2,4.332967526270001e-05
4135,1856,4.332946939126095e-05
4136,529,4.332903150743469e-05
4137,5574,4.332884395424712e-05
4138,16130,4.332879241693022e-05
4139,4125,4.3328618137846135e-05
4140,6037,4.332766817364532e-05
4141,17966,4.332645413404383e-05
4142,17967,4.332645413404383e-05
4143,17973,4.332645413404383e-05
4144,4792,4.3325507188014585e-05
4145,11786,4.332543027065454e-05
4146,334,4.332428957276594e-05
4147,10581,4.3322279577570645e-05
4148,10594,4.3322279577570645e-05
4149,10589,4.3322279577570645e-05
4150,10611,4.332227957757064e-05
4151,10609,4.332227957757064e-05
4152,10604,4.332227957757064e-05
4153,10602,4.332227957757064e-05
4154,10614,4.332227957757064e-05
4155,9676,4.332203120467721e-05
4156,9683,4.332203120467721e-05
4157,5653,4.331892610931012e-05
4158,12105,4.331603738346532e-05
4159,1177,4.3315731523279005e-05
4160,19713,4.3310374094570605e-05
4161,19750,4.3310374094570605e-05
4162,24,4.330888882376761e-05
4163,9889,4.330749975423182e-05
4164,5358,4.330260838907977e-05
4165,11667,4.330207185318003e-05
4166,10358,4.330160216805807e-05
4167,12342,4.3301119151036935e-05
4168,391,4.330100008432705e-05
4169,390,4.330100008432705e-05
4170,385,4.330100008432705e-05
4171,383,4.330100008432705e-05
4172,395,4.330100008432705e-05
4173,394,4.330100008432705e-05
4174,371,4.330041965015882e-05
4175,1031,4.3297230503268554e-05
4176,23305,4.329381873615193e-05
4177,5569,4.329272405277356e-05
4178,12636,4.32898140359946e-05
4179,12642,4.32898140359946e-05
4180,5436,4.32887454574257e-05
4181,7283,4.3288238189599896e-05
4182,14096,4.3288174764978805e-05
4183,14088,4.3288174764978805e-05
4184,1621,4.328746743231185e-05
4185,18573,4.3286731352037984e-05
4186,18576,4.3286731352037984e-05
4187,18578,4.3286731352037984e-05
4188,18572,4.3286731352037984e-05
4189,12020,4.328478055770483e-05
4190,5660,4.328340653037614e-05
4191,6938,4.328052330106313e-05
4192,6937,4.328052330106313e-05
4193,6944,4.328052330106313e-05
4194,6943,4.328052330106313e-05
4195,6941,4.328052330106313e-05
4196,6940,4.328052330106313e-05
4197,6939,4.328052330106313e-05
4198,6928,4.328052330106313e-05
4199,6931,4.328052330106313e-05
4200,6930,4.328052330106313e-05
4201,6936,4.328052330106313e-05
4202,6935,4.328052330106313e-05
4203,6934,4.328052330106313e-05
4204,6929,4.328052330106313e-05
4205,11283,4.3279512183354265e-05
4206,11333,4.3279512183354265e-05
4207,11287,4.3279512183354265e-05
4208,2710,4.3279058450062895e-05
4209,17109,4.327876408698274e-05
4210,17110,4.327876408698274e-05
4211,17111,4.327876408698274e-05
4212,17112,4.327876408698274e-05
4213,17108,4.327876408698274e-05
4214,17107,4.327876408698274e-05
4215,17103,4.327876408698274e-05
4216,17102,4.327876408698274e-05
4217,17106,4.327876408698274e-05
4218,17105,4.327876408698274e-05
4219,17098,4.327876408698274e-05
4220,17099,4.327876408698274e-05
4221,17100,4.327876408698274e-05
4222,17101,4.327876408698274e-05
4223,17113,4.327876408698274e-05
4224,17104,4.327876408698274e-05
4225,2515,4.327758709804677e-05
4226,2522,4.327758709804677e-05
4227,2474,4.327546343051883e-05
4228,19461,4.3274051068043944e-05
4229,15490,4.327370323632087e-05
4230,15489,4.327370323632087e-05
4231,15488,4.327370323632087e-05
4232,15487,4.327370323632087e-05
4233,15486,4.327370323632087e-05
4234,15481,4.327370323632087e-05
4235,15485,4.327370323632087e-05
4236,15482,4.327370323632087e-05
4237,2889,4.327237443257345e-05
4238,2887,4.327237443257345e-05
4239,2888,4.327237443257345e-05
4240,2876,4.327237443257345e-05
4241,2890,4.327237443257345e-05
4242,2891,4.327237443257345e-05
4243,2875,4.327237443257345e-05
4244,2885,4.327237443257345e-05
4245,2886,4.327237443257345e-05
4246,2892,4.327237443257345e-05
4247,2884,4.327237443257345e-05
4248,2881,4.327237443257345e-05
4249,2880,4.327237443257345e-05
4250,2882,4.327237443257345e-05
4251,2883,4.327237443257345e-05
4252,2879,4.327237443257345e-05
4253,2878,4.327237443257345e-05
4254,2877,4.327237443257345e-05
4255,592,4.327152202416859e-05
4256,19594,4.327072842013345e-05
4257,19592,4.327072842013345e-05
4258,14812,4.327019923107242e-05
4259,13610,4.327019923107242e-05
4260,14807,4.327019923107242e-05
4261,14808,4.327019923107242e-05
4262,14809,4.327019923107242e-05
4263,14810,4.327019923107242e-05
4264,14811,4.327019923107242e-05
4265,2740,4.3269066400557025e-05
4266,14429,4.326458561315018e-05
4267,7606,4.3263818969057056e-05
4268,15900,4.3263784037402624e-05
4269,5125,4.326089882003888e-05
4270,858,4.325999785053628e-05
4271,11537,4.325893428857643e-05
4272,15509,4.325832865567406e-05
4273,15517,4.325832865567406e-05
4274,15496,4.325832865567406e-05
4275,15510,4.325832865567406e-05
4276,7432,4.3257349656302626e-05
4277,16728,4.325705945304812e-05
4278,778,4.325490143380685e-05
4279,2088,4.3253828248398896e-05
4280,11529,4.325326345974619e-05
4281,18556,4.325192753846374e-05
4282,7739,4.325192753846374e-05
4283,18469,4.325192753846374e-05
4284,18465,4.325192753846374e-05
4285,18554,4.325192753846374e-05
4286,7737,4.325192753846374e-05
4287,18557,4.325192753846374e-05
4288,15948,4.325192753846374e-05
4289,7736,4.325192753846374e-05
4290,7304,4.325192753846374e-05
4291,21476,4.325192753846374e-05
4292,18468,4.325192753846374e-05
4293,18555,4.325192753846374e-05
4294,18470,4.325192753846374e-05
4295,21010,4.325192753846374e-05
4296,18471,4.325192753846374e-05
4297,21009,4.325192753846374e-05
4298,18549,4.325192753846374e-05
4299,18548,4.325192753846374e-05
4300,18558,4.325192753846374e-05
4301,18559,4.325192753846374e-05
4302,18547,4.325192753846374e-05
4303,18550,4.325192753846374e-05
4304,18546,4.325192753846374e-05
4305,18551,4.325192753846374e-05
4306,18545,4.325192753846374e-05
4307,21011,4.325192753846374e-05
4308,18463,4.325192753846374e-05
4309,18552,4.325192753846374e-05
4310,18473,4.325192753846374e-05
4311,18472,4.325192753846374e-05
4312,18464,4.325192753846374e-05
4313,7305,4.325192753846374e-05
4314,18467,4.325192753846374e-05
4315,7303,4.325192753846374e-05
4316,7028,4.325192753846374e-05
4317,7302,4.325192753846374e-05
4318,597,4.325192753846374e-05
4319,598,4.325192753846374e-05
4320,599,4.325192753846374e-05
4321,600,4.325192753846374e-05
4322,601,4.325192753846374e-05
4323,602,4.325192753846374e-05
4324,604,4.325192753846374e-05
4325,605,4.325192753846374e-05
4326,606,4.325192753846374e-05
4327,608,4.325192753846374e-05
4328,610,4.325192753846374e-05
4329,611,4.325192753846374e-05
4330,7027,4.325192753846374e-05
4331,7029,4.325192753846374e-05
4332,594,4.325192753846374e-05
4333,7030,4.325192753846374e-05
4334,7031,4.325192753846374e-05
4335,7032,4.325192753846374e-05
4336,7033,4.325192753846374e-05
4337,7034,4.325192753846374e-05
4338,7035,4.325192753846374e-05
4339,7036,4.325192753846374e-05
4340,7037,4.325192753846374e-05
4341,7038,4.325192753846374e-05
4342,7039,4.325192753846374e-05
4343,7040,4.325192753846374e-05
4344,7041,4.325192753846374e-05
4345,7042,4.325192753846374e-05
4346,7043,4.325192753846374e-05
4347,595,4.325192753846374e-05
4348,596,4.325192753846374e-05
4349,7731,4.325192753846374e-05
4350,7297,4.325192753846374e-05
4351,7295,4.325192753846374e-05
4352,7296,4.325192753846374e-05
4353,7292,4.325192753846374e-05
4354,17519,4.325192753846374e-05
4355,7734,4.325192753846374e-05
4356,7733,4.325192753846374e-05
4357,18466,4.325192753846374e-05
4358,7730,4.325192753846374e-05
4359,7735,4.325192753846374e-05
4360,7293,4.325192753846374e-05
4361,7291,4.325192753846374e-05
4362,7298,4.325192753846374e-05
4363,7299,4.325192753846374e-05
4364,17521,4.325192753846374e-05
4365,7290,4.325192753846374e-05
4366,7300,4.325192753846374e-05
4367,7301,4.325192753846374e-05
4368,7294,4.325192753846374e-05
4369,22130,4.3251167671440984e-05
4370,22113,4.3251167671440984e-05
4371,22128,4.3251167671440984e-05
4372,22121,4.3251167671440984e-05
4373,22117,4.3251167671440984e-05
4374,22116,4.3251167671440984e-05
4375,5401,4.32507190114556e-05
4376,20499,4.325050081097094e-05
4377,1884,4.325049519801664e-05
4378,5591,4.3247515325870756e-05
4379,11052,4.324738321122993e-05
4380,4533,4.324608639665583e-05
4381,3219,4.32460402318506e-05
4382,21950,4.32447523790875e-05
4383,8954,4.324327609192991e-05
4384,4957,4.3242769503060315e-05
4385,16318,4.324222983578379e-05
4386,3016,4.323910344859447e-05
4387,874,4.323719438136657e-05
4388,5539,4.323719438136657e-05
4389,6065,4.323719050325925e-05
4390,3826,4.3235578210087376e-05
4391,3836,4.3235578210087376e-05
4392,1157,4.323426511766222e-05
4393,13827,4.323387569198019e-05
4394,12344,4.323342042465919e-05
4395,754,4.323338652403252e-05
4396,1815,4.323316868517277e-05
4397,11189,4.322977021178508e-05
4398,11168,4.322977021178508e-05
4399,10919,4.322960422563776e-05
4400,4371,4.322820806372047e-05
4401,22124,4.322621391186382e-05
4402,928,4.322316582510837e-05
4403,5362,4.322262029299374e-05
4404,5352,4.322262029299374e-05
4405,5370,4.322262029299374e-05
4406,6365,4.322250165374303e-05
4407,3222,4.3222191556692526e-05
4408,2614,4.322098152174003e-05
4409,5354,4.3219473201513984e-05
4410,12893,4.321870715550939e-05
4411,10361,4.321857517003371e-05
4412,9674,4.3217900127008225e-05
4413,9672,4.3217900127008225e-05
4414,5490,4.3217484052234774e-05
4415,4615,4.321710831983504e-05
4416,4581,4.321710831983504e-05
4417,4531,4.321710831983504e-05
4418,4629,4.321710831983503e-05
4419,6104,4.321631481803077e-05
4420,6089,4.321631481803077e-05
4421,6103,4.321631481803077e-05
4422,6105,4.321631481803077e-05
4423,6099,4.321631481803077e-05
4424,6098,4.321631481803077e-05
4425,6100,4.321631481803077e-05
4426,6109,4.321631481803077e-05
4427,6108,4.321631481803077e-05
4428,6110,4.321631481803077e-05
4429,6091,4.321631481803077e-05
4430,6097,4.321631481803077e-05
4431,6095,4.321631481803077e-05
4432,6094,4.321631481803077e-05
4433,6093,4.321631481803077e-05
4434,6092,4.321631481803077e-05
4435,2384,4.321631481803077e-05
4436,6102,4.321631481803077e-05
4437,12529,4.321469777943648e-05
4438,12531,4.321469777943648e-05
4439,12521,4.321469777943648e-05
4440,12514,4.321469777943648e-05
4441,12509,4.321469777943648e-05
4442,12508,4.321469777943648e-05
4443,4805,4.321387663622014e-05
4444,4811,4.321387663622014e-05
4445,4808,4.321387663622014e-05
4446,4807,4.321387663622014e-05
4447,4803,4.321387663622014e-05
4448,1886,4.321373171310725e-05
4449,5657,4.321289358849238e-05
4450,2081,4.321233197849276e-05
4451,2066,4.321233197849276e-05
4452,2089,4.321233197849276e-05
4453,2071,4.321233197849276e-05
4454,10755,4.321132791772047e-05
4455,6315,4.3211056590877434e-05
4456,6322,4.3211056590877434e-05
4457,6277,4.3211056590877434e-05
4458,6310,4.3211056590877434e-05
4459,6323,4.3211056590877434e-05
4460,13005,4.32105493948558e-05
4461,13006,4.32105493948558e-05
4462,13010,4.32105493948558e-05
4463,13004,4.32105493948558e-05
4464,13003,4.32105493948558e-05
4465,13002,4.32105493948558e-05
4466,13008,4.32105493948558e-05
4467,13009,4.32105493948558e-05
4468,13007,4.32105493948558e-05
4469,5283,4.32075008735772e-05
4470,5320,4.32075008735772e-05
4471,6616,4.320656253446266e-05
4472,4522,4.320600682176707e-05
4473,18687,4.320441518405886e-05
4474,7463,4.320151072699707e-05
4475,11244,4.320046289854206e-05
4476,10374,4.319988610785709e-05
4477,10370,4.319988610785709e-05
4478,10915,4.319972486512142e-05
4479,7989,4.319941135680946e-05
4480,12379,4.319936127959848e-05
4481,12374,4.319936127959848e-05
4482,12461,4.319936127959848e-05
4483,12481,4.319936127959848e-05
4484,7383,4.319689227711391e-05
4485,5366,4.319610287370715e-05
4486,20864,4.319478113101076e-05
4487,20862,4.319478113101076e-05
4488,20861,4.319478113101076e-05
4489,20859,4.319478113101076e-05
4490,20857,4.319478113101076e-05
4491,20865,4.319478113101076e-05
4492,20866,4.319478113101076e-05
4493,20854,4.319478113101076e-05
4494,20863,4.319478113101076e-05
4495,697,4.319431077859868e-05
4496,19532,4.319372543430873e-05
4497,6317,4.319298177974215e-05
4498,4276,4.3192918336163714e-05
4499,3815,4.319234021726662e-05
4500,5871,4.319232562043902e-05
4501,3748,4.319034801393108e-05
4502,13534,4.31890052687403e-05
4503,15934,4.3188144464880394e-05
4504,3937,4.3187876812323036e-05
4505,2167,4.318637422174394e-05
4506,2160,4.318637422174394e-05
4507,2204,4.318637422174394e-05
4508,8943,4.318624804226669e-05
4509,7611,4.31858534137966e-05
4510,10365,4.3185569545452407e-05
4511,11695,4.318093236521452e-05
4512,11725,4.318093236521452e-05
4513,4382,4.3180899854452016e-05
4514,4381,4.3180899854452016e-05
4515,4377,4.3180899854452016e-05
4516,19923,4.3179990716903075e-05
4517,1818,4.317956269319223e-05
4518,19673,4.317826273016869e-05
4519,19689,4.317826273016869e-05
4520,19691,4.317826273016869e-05
4521,19686,4.317826273016869e-05
4522,19685,4.317826273016869e-05
4523,19687,4.317826273016869e-05
4524,19690,4.317826273016869e-05
4525,19684,4.317826273016869e-05
4526,19683,4.317826273016869e-05
4527,19682,4.317826273016869e-05
4528,19679,4.317826273016869e-05
4529,19677,4.317826273016869e-05
4530,19688,4.317826273016869e-05
4531,19675,4.317826273016869e-05
4532,19674,4.317826273016869e-05
4533,10359,4.3177655152157524e-05
4534,7877,4.31774504156543e-05
4535,893,4.317730381057731e-05
4536,8876,4.317674485570683e-05
4537,2836,4.3176642433510227e-05
4538,2871,4.317664243351022e-05
4539,876,4.3169492462387716e-05
4540,4112,4.3169049816391395e-05
4541,4121,4.3169049816391395e-05
