,katz_centrality,vertex
4859,0.001228992,193
4860,0.001220435,12012
4861,0.001220435,11948
4862,0.001220435,11861
4863,0.001220435,11907
4864,0.001220435,11855
4865,0.001220435,11832
4866,0.001220435,11911
4867,0.001220435,11904
4868,0.001220435,11967
4869,0.001220435,11934
4870,0.001220435,11975
4871,0.001220435,11999
4872,0.001220435,11955
4873,0.001220435,11937
4874,0.001220435,12001
4875,0.001220435,11846
4876,0.001220435,11988
4877,0.001220435,11952
4878,0.001220435,11926
4879,0.001220435,11828
4880,0.001220435,11888
4881,0.001220435,11853
4882,0.001220435,11863
4883,0.001220435,11949
4884,0.001220435,12008
4885,0.001220435,11856
4886,0.001220435,11979
4887,0.001220435,11920
4888,0.001220435,11870
4889,0.001220435,11844
4890,0.001220435,11974
4891,0.001220435,11991
4892,0.001220435,11829
4893,0.001220435,11951
4894,0.001220435,11989
4895,0.001220435,11839
4896,0.001220435,12017
4897,0.001220435,11827
4898,0.001220435,11968
4899,0.001220435,11833
4900,0.001220435,11906
4901,0.001220435,11995
4902,0.001220435,11852
4903,0.001220435,11873
4904,0.001220435,11939
4905,0.001220435,11897
4906,0.001220435,11830
4907,0.001220435,11868
4908,0.001220435,11882
4909,0.001220435,11981
4910,0.001220435,11918
4911,0.001220435,12016
4912,0.001220435,11947
4913,0.001220435,11930
4914,0.001220435,11898
4915,0.001220435,11987
4916,0.001220435,12003
4917,0.001220435,12006
4918,0.001220435,11963
4919,0.001220435,11900
4920,0.001220435,11831
4921,0.001220435,11849
4922,0.001220435,11997
4923,0.001220435,11931
4924,0.001220435,12007
4925,0.001220435,11854
4926,0.001220435,11883
4927,0.001220435,12015
4928,0.001220435,11884
4929,0.001220435,11916
4930,0.001220435,12009
4931,0.001220435,11917
4932,0.001220435,11908
4933,0.001220435,11938
4934,0.001220435,11835
4935,0.001220435,11843
4936,0.001220435,11836
4937,0.001220435,11962
4938,0.001220435,11943
4939,0.001220435,11971
4940,0.001220435,11850
4941,0.001220435,11881
4942,0.001220435,11927
4943,0.001220435,11878
4944,0.001220435,12000
4945,0.001220435,12014
4946,0.001220435,11990
4947,0.001220435,11972
4948,0.001220435,11969
4949,0.001220435,11961
4950,0.001220435,12013
4951,0.001220435,11935
4952,0.001220435,11994
4953,0.001220435,11905
4954,0.001220435,11896
4955,0.001220435,11960
4956,0.001220435,11928
4957,0.001220435,11957
4958,0.001220435,12005
4959,0.001220435,11915
4960,0.001220435,11933
4961,0.001220435,11826
4962,0.001220435,12004
4963,0.001220435,11847
4964,0.001220435,11864
4965,0.001220435,11893
4966,0.001220435,11984
4967,0.001220435,11848
4968,0.001220435,11903
4969,0.001220435,11973
4970,0.001220435,11889
4971,0.001220435,11978
4972,0.001220435,11953
4973,0.001220435,11983
4974,0.001220435,11993
4975,0.001220435,11909
4976,0.001220435,11919
4977,0.001220435,11965
4978,0.001220435,11901
4979,0.001220435,11860
4980,0.001220435,12010
4981,0.001220435,11912
4982,0.001220435,11840
4983,0.001220435,11977
4984,0.001220435,11842
4985,0.001220435,11958
4986,0.001220435,11964
4987,0.001220435,12002
4988,0.001220435,11985
4989,0.001220435,11936
4990,0.001220435,11834
4991,0.001220435,11954
4992,0.001220435,11877
4993,0.001220435,11910
4994,0.001220435,11895
4995,0.001220435,11899
4996,0.001220435,11879
4997,0.001220435,11876
4998,0.001220435,11871
4999,0.001220435,11913
5000,0.001220435,11923
5001,0.001220435,11837
5002,0.001220435,11867
5003,0.001220435,11945
5004,0.001220435,11929
5005,0.001220435,11925
5006,0.001220435,11885
5007,0.001220435,11970
5008,0.001220435,11976
5009,0.001220435,11946
5010,0.001220435,11838
5011,0.001220435,11887
5012,0.001220435,11940
5013,0.001220435,11845
5014,0.001220435,11892
5015,0.001220435,11825
5016,0.001220435,11859
5017,0.001220435,11857
5018,0.001220435,11872
5019,0.001220435,11992
5020,0.001220435,11922
5021,0.001220435,11841
5022,0.001220435,11851
5023,0.001220435,11941
5024,0.001220435,11874
5025,0.001220435,11942
5026,0.001220435,11932
5027,0.001220435,11914
5028,0.001220435,11891
5029,0.001220435,11980
5030,0.001220435,11956
5031,0.001220435,11894
5032,0.001220435,11880
5033,0.001220435,11950
5034,0.001220435,11862
5035,0.001220435,11944
5036,0.001220435,11921
5037,0.001219596,19993
5038,0.001216227,22092
5039,0.001216227,7695
5040,0.001216227,15378
5041,0.001216227,20447
5042,0.001216227,16954
5043,0.001194049,7761
5044,0.001194049,7766
5045,0.001194049,7839
5046,0.001194049,7854
5047,0.001194049,7802
5048,0.001194049,7833
5049,0.001194049,7757
5050,0.001194049,7846
5051,0.001194049,7804
5052,0.001194049,7814
5053,0.001194049,7830
5054,0.001194049,7755
5055,0.001194049,7865
5056,0.001194049,7853
5057,0.001194049,7837
5058,0.001194049,7809
5059,0.001194049,7829
5060,0.001194049,7791
5061,0.001194049,7753
5062,0.001194049,7824
5063,0.001194049,7801
5064,0.001194049,7825
5065,0.001194049,7858
5066,0.001194049,7812
5067,0.001194049,7777
5068,0.001194049,7779
5069,0.001194049,7765
5070,0.001194049,7869
5071,0.001194049,7813
5072,0.001194049,7797
5073,0.001194049,7857
5074,0.001194049,7815
5075,0.001194049,7838
5076,0.001194049,7822
5077,0.001194049,7782
5078,0.001194049,7808
5079,0.001194049,7816
5080,0.001194049,7800
5081,0.001194049,7836
5082,0.001194049,7818
5083,0.001194049,7768
5084,0.001194049,7762
5085,0.001194049,7826
5086,0.001194049,7855
5087,0.001194049,7793
5088,0.001194049,7817
5089,0.001194049,7873
5090,0.001194049,7747
5091,0.001194049,7750
5092,0.001194049,7790
5093,0.001194049,7798
5094,0.001194049,7806
5095,0.001194049,7774
5096,0.001194049,7754
5097,0.001194049,7775
5098,0.001194049,7772
5099,0.001194049,7763
5100,0.001194049,7788
5101,0.001194049,7784
5102,0.001194049,7773
5103,0.001194049,7864
5104,0.001194049,7786
5105,0.001194049,7875
5106,0.001194049,7867
5107,0.001194049,7810
5108,0.001194049,7795
5109,0.001194049,7794
5110,0.001194049,7835
5111,0.001194049,7849
5112,0.001194049,7845
5113,0.001194049,7787
5114,0.001194049,7843
5115,0.001194049,7856
5116,0.001194049,7805
5117,0.001194049,7844
5118,0.001194049,7811
5119,0.001194049,7834
5120,0.001194049,7851
5121,0.001194049,7828
5122,0.001194049,7863
5123,0.001194049,7785
5124,0.001194049,7756
5125,0.001194049,7852
5126,0.001194049,7874
5127,0.001194049,7831
5128,0.001194049,7767
5129,0.001194049,7819
5130,0.001194049,7789
5131,0.001194049,7868
5132,0.001194049,7877
5133,0.001194049,7876
5134,0.001194049,7776
5135,0.001194049,7872
5136,0.001194049,7842
5137,0.001194049,7862
5138,0.001194049,7871
5139,0.001194049,7769
5140,0.001194049,7770
5141,0.001194049,7848
5142,0.001194049,7827
5143,0.001194049,7820
5144,0.001194049,7760
5145,0.001194049,7866
5146,0.001194049,7859
5147,0.001194049,7780
5148,0.001194049,7841
5149,0.001179615,21683
5150,0.001179615,21710
5151,0.001179615,21666
5152,0.001179615,21718
5153,0.001179615,21685
5154,0.001179615,21715
5155,0.001179615,21756
5156,0.001179615,21663
5157,0.001179615,21631
5158,0.001179615,21653
5159,0.001179615,21719
5160,0.001179615,21723
5161,0.001179615,21693
5162,0.001179615,21766
5163,0.001179615,21732
5164,0.001179615,21720
5165,0.001179615,21707
5166,0.001179615,21684
5167,0.001179615,21731
5168,0.001179615,21743
5169,0.001179615,21635
5170,0.001179615,21656
5171,0.001179615,21662
5172,0.001179615,21661
5173,0.001179615,21654
5174,0.001179615,21762
5175,0.001179615,21641
5176,0.001179615,21691
5177,0.001179615,21676
5178,0.001179615,21704
5179,0.001179615,21717
5180,0.001179615,21759
5181,0.001179615,21695
5182,0.001179615,21736
5183,0.001179615,21708
5184,0.001179615,21650
5185,0.001179615,21652
5186,0.001179615,21757
5187,0.001179615,21753
5188,0.001179615,21677
5189,0.001179615,21689
5190,0.001179615,21680
5191,0.001179615,21722
5192,0.001179615,21644
5193,0.001179615,21716
5194,0.001179615,21681
5195,0.001179615,21634
5196,0.001179615,21734
5197,0.001179615,21679
5198,0.001179615,21670
5199,0.001179615,21748
5200,0.001179615,21632
5201,0.001179615,21745
5202,0.001179615,21658
5203,0.001179615,21765
5204,0.001179615,21735
5205,0.001179615,21763
5206,0.001179615,21646
5207,0.001179615,21657
5208,0.001179615,21750
5209,0.001179615,21728
5210,0.001179615,21730
5211,0.001179615,21713
5212,0.001179615,21725
5213,0.001179615,21687
5214,0.001179615,21673
5215,0.001179615,21740
5216,0.001179615,21655
5217,0.001179615,21639
5218,0.001179615,21698
5219,0.001179615,21738
5220,0.001179615,21694
5221,0.001179615,21692
5222,0.001179615,21727
5223,0.001179615,21638
5224,0.001179615,21701
5225,0.001179615,21764
5226,0.001179615,21705
5227,0.001179615,21742
5228,0.001179615,21686
5229,0.001179615,21744
5230,0.001179615,21702
5231,0.001179615,21668
5232,0.001179615,21711
5233,0.001179615,21678
5234,0.001179615,21726
5235,0.001179615,21761
5236,0.001179615,21671
5237,0.001179615,21667
5238,0.001179615,21660
5239,0.001179615,21690
5240,0.001179615,21651
5241,0.001179615,21647
5242,0.001179615,21696
5243,0.001179615,21703
5244,0.001179615,21640
5245,0.001179615,21682
5246,0.001179615,21637
5247,0.001179615,21752
5248,0.001179615,21737
5249,0.001179615,21754
5250,0.001179615,21659
5251,0.001179615,21741
5252,0.001179615,21755
5253,0.001179615,21636
5254,0.001179615,21760
5255,0.001179615,21642
5256,0.001179615,21664
5257,0.001179615,21633
5258,0.001179615,21706
5259,0.001179615,21669
5260,0.001179615,21699
5261,0.001179615,21709
5262,0.001179615,21649
5263,0.001179615,21751
5264,0.001179615,21758
5265,0.001179615,21721
5266,0.001179615,21746
5267,0.001179615,21733
5268,0.001179615,21729
5269,0.001179615,21648
5270,0.001179615,21747
5271,0.001179615,21697
5272,0.001179615,21714
5273,0.001179615,21672
5274,0.001179615,21712
5275,0.001179615,21739
5276,0.001179615,21645
5277,0.001179615,21675
5278,0.001179615,21688
5279,0.001179615,21700
5280,0.001179615,21665
5281,0.001157717,2667
5282,0.001157717,2785
5283,0.001157717,2640
5284,0.001157717,2729
5285,0.001157717,2760
5286,0.001157717,2771
5287,0.001157717,2607
5288,0.001157717,2676
5289,0.001157717,2779
5290,0.001157717,2747
5291,0.001157717,2792
5292,0.001157717,2737
5293,0.001157717,2759
5294,0.001157717,2713
5295,0.001157717,2703
5296,0.001157717,2724
5297,0.001157717,2698
5298,0.001157717,2663
5299,0.001157717,2657
5300,0.001157717,2691
5301,0.001157717,2790
5302,0.001157717,2773
5303,0.001157717,2642
5304,0.001157717,2769
5305,0.001157717,2727
5306,0.001157717,2700
5307,0.001157717,2614
5308,0.001157717,2714
5309,0.001157717,2796
5310,0.001157717,2766
5311,0.001157717,2707
5312,0.001157717,2736
5313,0.001157717,2655
5314,0.001157717,2694
5315,0.001157717,2770
5316,0.001157717,2805
5317,0.001157717,2643
5318,0.001157717,2692
5319,0.001157717,2730
5320,0.001157717,2617
5321,0.001157717,2600
5322,0.001157717,2791
5323,0.001157717,2721
5324,0.001157717,2674
5325,0.001157717,2706
5326,0.001157717,2624
5327,0.001157717,2754
5328,0.001157717,2758
5329,0.001157717,2629
5330,0.001157717,2685
5331,0.001157717,2628
5332,0.001157717,2635
5333,0.001157717,2605
5334,0.001157717,2709
5335,0.001157717,2732
5336,0.001157717,2778
5337,0.001157717,2749
5338,0.001157717,2753
5339,0.001157717,2638
5340,0.001157717,2602
5341,0.001157717,2781
5342,0.001157717,2664
5343,0.001157717,2672
5344,0.001157717,2631
5345,0.001157717,2673
5346,0.001157717,2702
5347,0.001157717,2780
5348,0.001157717,2801
5349,0.001101108,14182
5350,0.001101108,14198
5351,0.001101108,14128
5352,0.001101108,14202
5353,0.001101108,14212
5354,0.001101108,14172
5355,0.001101108,14124
5356,0.001101108,14141
5357,0.001101108,14158
5358,0.001101108,14210
5359,0.001101108,14140
5360,0.001101108,14150
5361,0.001101108,14135
5362,0.001101108,14196
5363,0.001101108,14183
5364,0.001101108,14130
5365,0.001101108,14174
5366,0.001101108,14188
5367,0.001101108,14118
5368,0.001101108,14179
5369,0.001101108,14116
5370,0.001101108,14186
5371,0.001101108,14190
5372,0.001101108,14122
5373,0.001101108,14157
5374,0.001101108,14162
5375,0.001101108,14180
5376,0.001101108,14195
5377,0.001101108,14145
5378,0.001101108,14204
5379,0.001101108,14208
5380,0.001101108,14120
5381,0.001101108,14192
5382,0.001101108,14189
5383,0.001101108,14147
5384,0.001101108,14131
5385,0.001101108,14163
5386,0.001101108,14211
5387,0.001101108,14146
5388,0.001101108,14136
5389,0.001101108,14125
5390,0.001101108,14155
5391,0.001101108,14134
5392,0.001101108,14156
5393,0.001101108,14170
5394,0.001101108,14187
5395,0.001101108,14178
5396,0.001101108,14117
5397,0.001101108,14160
5398,0.001101108,14148
5399,0.001101108,14154
5400,0.001101108,14214
5401,0.001101108,14181
5402,0.001101108,14200
5403,0.001101108,14193
5404,0.001101108,14185
5405,0.001101108,14159
5406,0.001101108,14207
5407,0.001101108,14194
5408,0.001101108,14203
5409,0.001101108,14121
5410,0.001101108,14139
5411,0.001101108,14165
5412,0.001101108,14177
5413,0.001101108,14149
5414,0.001101108,14151
5415,0.001101108,14126
5416,0.001101108,14206
5417,0.001101108,14127
5418,0.001101108,14167
5419,0.001101108,14153
5420,0.001101108,14119
5421,0.001101108,14199
5422,0.001101108,14175
5423,0.001101108,14133
5424,0.001101108,14197
5425,0.001101108,14129
5426,0.001101108,14137
5427,0.001101108,14215
5428,0.001101108,14143
5429,0.001101108,14144
5430,0.001101108,14176
5431,0.001101108,14161
5432,0.001101108,14168
5433,0.001101108,14205
5434,0.001101108,14114
5435,0.001078702,14627
5436,0.001078702,14772
5437,0.001078702,14733
5438,0.001078702,14632
5439,0.001078702,14731
5440,0.001078702,14619
5441,0.001078702,14643
5442,0.001078702,14787
5443,0.001078702,14652
5444,0.001078702,14775
5445,0.001078702,14644
5446,0.001078702,14700
5447,0.001078702,14760
5448,0.001078702,14725
5449,0.001078702,14640
5450,0.001078702,14655
5451,0.001078702,14673
5452,0.001078702,14620
5453,0.001078702,14729
5454,0.001078702,14687
5455,0.001078702,14714
5456,0.001078702,14724
5457,0.001078702,14747
5458,0.001078702,14728
5459,0.001078702,14788
5460,0.001078702,14756
5461,0.001078702,14630
5462,0.001078702,14709
5463,0.001078702,14786
5464,0.001078702,14676
5465,0.001078702,14678
5466,0.001078702,14746
5467,0.001078702,14682
5468,0.001078702,14781
5469,0.001078702,14694
5470,0.001078702,14702
5471,0.001078702,14631
5472,0.001078702,14693
5473,0.001078702,14685
5474,0.001078702,14696
5475,0.001078702,14701
5476,0.001078702,14737
5477,0.001078702,14782
5478,0.001078702,14738
5479,0.001078702,14707
5480,0.001078702,14704
5481,0.001078702,14745
5482,0.001078702,14710
5483,0.001078702,14616
5484,0.001078702,14753
5485,0.001078702,14679
5486,0.001078702,14614
5487,0.001078702,14735
5488,0.001078702,14703
5489,0.001078702,14750
5490,0.001078702,14749
5491,0.001078702,14743
5492,0.001078702,14633
5493,0.001078702,14680
5494,0.001078702,14657
5495,0.001078702,14639
5496,0.001078702,14773
5497,0.001078702,14761
5498,0.001078702,14721
5499,0.001078702,14698
5500,0.001078702,14656
5501,0.001078702,14659
5502,0.001078702,14677
5503,0.001078702,14695
5504,0.001078702,14637
5505,0.001078702,14708
5506,0.001078702,14764
5507,0.001078702,14691
5508,0.001078702,14648
5509,0.001078702,14777
5510,0.001078702,14712
5511,0.001078702,14789
5512,0.001078702,14742
5513,0.001078702,14626
5514,0.001078702,14635
5515,0.001078702,14723
5516,0.001078702,14785
5517,0.001078702,14675
5518,0.001078702,14658
5519,0.001078702,14779
5520,0.001078702,14763
5521,0.001078702,14645
5522,0.001078702,14697
5523,0.001078702,14670
5524,0.001078702,14634
5525,0.001078702,14671
5526,0.001078702,14683
5527,0.001078702,14638
5528,0.001078702,14711
5529,0.001078702,14744
5530,0.001078702,14699
5531,0.001078702,14622
5532,0.001078702,14669
5533,0.001078702,14629
5534,0.001078702,14770
5535,0.001078702,14692
5536,0.001078702,14722
5537,0.001078702,14759
5538,0.001078702,14715
5539,0.001078702,14684
5540,0.001078702,14666
5541,0.001078702,14642
5542,0.001078702,14705
5543,0.001078702,14625
5544,0.001078702,14651
5545,0.001078702,14726
5546,0.001078702,14718
5547,0.001078702,14762
5548,0.001078702,14727
5549,0.001078702,14784
5550,0.001078702,14757
5551,0.001078702,14647
5552,0.001078702,14783
5553,0.001078702,14736
5554,0.001078702,14674
5555,0.001078702,14636
5556,0.001078702,14716
5557,0.001078702,14741
5558,0.001078702,14665
5559,0.001078702,14771
5560,0.001078702,14767
5561,0.001078702,14654
5562,0.001078702,14766
5563,0.001078702,14688
5564,0.001078702,14720
5565,0.001078702,14672
5566,0.001078702,14754
5567,0.001078702,14617
5568,0.001078702,14790
5569,0.001078702,14661
5570,0.001078702,14765
5571,0.001078702,14732
5572,0.001078702,14752
5573,0.001078702,14780
5574,0.001078702,14663
5575,0.001078702,14719
5576,0.001078702,14649
5577,0.001078702,14621
5578,0.001078702,14650
5579,0.001078702,14628
5580,0.001078702,14768
5581,0.001078702,14751
5582,0.001078702,14681
5583,0.001078702,14713
5584,0.001078702,14739
5585,0.001078702,14667
5586,0.001078702,14690
5587,0.001078702,14734
5588,0.001078702,14653
5589,0.001078702,14668
5590,0.001078702,14755
5591,0.001078702,14641
5592,0.001078702,14778
5593,0.001078702,14774
5594,0.001078702,14776
5595,0.001078702,14717
5596,0.001078702,14646
5597,0.001078702,14748
5598,0.001078702,14730
5599,0.001078702,14706
5600,0.001078702,14686
5601,0.001078702,14769
5602,0.001078702,14758
5603,0.001078702,14623
5604,0.001078702,14662
5605,0.001078702,14689
5606,0.001078702,14664
5607,0.001077171,14010
5608,0.001077171,13957
5609,0.001077171,13980
5610,0.001077171,14019
5611,0.001077171,13959
5612,0.001077171,13977
5613,0.001077171,13988
5614,0.001077171,13967
5615,0.001077171,13986
5616,0.001077171,14012
5617,0.001077171,14035
5618,0.001077171,13999
5619,0.001077171,13979
5620,0.001077171,13981
5621,0.001077171,13983
5622,0.001077171,14027
5623,0.001077171,14023
5624,0.001077171,13958
5625,0.001077171,14016
5626,0.001077171,13945
5627,0.001077171,14014
5628,0.001077171,13994
5629,0.001077171,14017
5630,0.001077171,13982
5631,0.001077171,13995
5632,0.001077171,13947
5633,0.001077171,13951
5634,0.001077171,13992
5635,0.001077171,13970
5636,0.001077171,13996
5637,0.001077171,14009
5638,0.001077171,14036
5639,0.001077171,13960
5640,0.001077171,13956
5641,0.001077171,13987
5642,0.001077171,14026
5643,0.001077171,14013
5644,0.001077171,14024
5645,0.001077171,13964
5646,0.001077171,13971
5647,0.001077171,13998
5648,0.001077171,13973
5649,0.001077171,14034
5650,0.001077171,14007
5651,0.001077171,14015
5652,0.001077171,13949
5653,0.001077171,13955
5654,0.001077171,13966
5655,0.001077171,13974
5656,0.001077171,13972
5657,0.001077171,13969
5658,0.001077171,13954
5659,0.001077171,13985
5660,0.001077171,14022
5661,0.001077171,13948
5662,0.001077171,14001
5663,0.001077171,13976
5664,0.001077171,13989
5665,0.001077171,13963
5666,0.001077171,14020
5667,0.001077171,13978
5668,0.001077171,14008
5669,0.001077171,14006
5670,0.001077171,13946
5671,0.001077171,13993
5672,0.001077171,14031
5673,0.001077171,14003
5674,0.001077171,13968
5675,0.001077171,14018
5676,0.001077171,13990
5677,0.001077171,14004
5678,0.001077171,13952
5679,0.001077171,13984
5680,0.001077171,14005
5681,0.001077171,13953
5682,0.001077171,14028
5683,0.001077171,14029
5684,0.001077171,13950
5685,0.001077171,14025
5686,0.001077171,13965
5687,0.001077171,14033
5688,0.001077171,14002
5689,0.001077171,13962
5690,0.001077171,14032
5691,0.001077171,13961
5692,0.001077171,14011
5693,0.001077171,13975
5694,0.001068041,21594
5695,0.001068041,21597
5696,0.001068041,21561
5697,0.001068041,21607
5698,0.001068041,21500
5699,0.001068041,21580
5700,0.001068041,21591
5701,0.001068041,21519
5702,0.001068041,21516
5703,0.001068041,21532
5704,0.001068041,21543
5705,0.001068041,21626
5706,0.001068041,21492
5707,0.001068041,21531
5708,0.001068041,21484
5709,0.001068041,21616
5710,0.001068041,21533
5711,0.001068041,21495
5712,0.001068041,21511
5713,0.001068041,21595
5714,0.001068041,21527
5715,0.001068041,21605
5716,0.001068041,21565
5717,0.001068041,21536
5718,0.001068041,21501
5719,0.001068041,21545
5720,0.001068041,21630
5721,0.001068041,21587
5722,0.001068041,21541
5723,0.001068041,21506
5724,0.001068041,21549
5725,0.001068041,21559
5726,0.001068041,21499
5727,0.001068041,21618
5728,0.001068041,21590
5729,0.001068041,21542
5730,0.001068041,21593
5731,0.001068041,21517
5732,0.001068041,21498
5733,0.001068041,21490
5734,0.001068041,21583
5735,0.001068041,21579
5736,0.001068041,21585
5737,0.001068041,21557
5738,0.001068041,21494
5739,0.001068041,21592
5740,0.001068041,21599
5741,0.001068041,21611
5742,0.001068041,21544
5743,0.001068041,21604
5744,0.001068041,21629
5745,0.001068041,21514
5746,0.001068041,21526
5747,0.001068041,21627
5748,0.001068041,21623
5749,0.001068041,21628
5750,0.001068041,21513
5751,0.001068041,21609
5752,0.001068041,21486
5753,0.001068041,21537
5754,0.001068041,21547
5755,0.001068041,21522
5756,0.001068041,21488
5757,0.001068041,21577
5758,0.001068041,21523
5759,0.001068041,21534
5760,0.001068041,21521
5761,0.001068041,21563
5762,0.001068041,21576
5763,0.001068041,21481
5764,0.001068041,21589
5765,0.001068041,21564
5766,0.001068041,21610
5767,0.001068041,21530
5768,0.001068041,21503
5769,0.001068041,21489
5770,0.001068041,21493
5771,0.001068041,21620
5772,0.001068041,21572
5773,0.001068041,21578
5774,0.001068041,21596
5775,0.001068041,21606
5776,0.001068041,21588
5777,0.001068041,21535
5778,0.001068041,21622
5779,0.001068041,21567
5780,0.001068041,21624
5781,0.001068041,21505
5782,0.001068041,21552
5783,0.001068041,21601
5784,0.001068041,21586
5785,0.001068041,21613
5786,0.001068041,21515
5787,0.001068041,21571
5788,0.001068041,21520
5789,0.001068041,21581
5790,0.001068041,21546
5791,0.001068041,21553
5792,0.001068041,21548
5793,0.001068041,21575
5794,0.001068041,21483
5795,0.001068041,21584
5796,0.001068041,21621
5797,0.001068041,21602
5798,0.001068041,21504
5799,0.001068041,21518
5800,0.001068041,21510
5801,0.001068041,21529
5802,0.001068041,21625
5803,0.001068041,21555
5804,0.001068041,21598
5805,0.001068041,21525
5806,0.001068041,21614
5807,0.001068041,21512
5808,0.001068041,21491
5809,0.001068041,21528
5810,0.001068041,21617
5811,0.001068041,21554
5812,0.001068041,21558
5813,0.001068041,21479
5814,0.001068041,21539
5815,0.001068041,21619
5816,0.001068041,21582
5817,0.001068041,21551
5818,0.001068041,21497
5819,0.001068041,21573
5820,0.001068041,21608
5821,0.001068041,21560
5822,0.001068041,21568
5823,0.001068041,21538
5824,0.001068041,21615
5825,0.001068041,21550
5826,0.001068041,21480
5827,0.001068041,21482
5828,0.001068041,21524
5829,0.001068041,21502
5830,0.001068041,21487
5831,0.001068041,21562
5832,0.001068041,21570
5833,0.001068041,21569
5834,0.001068041,21507
5835,0.001038854,4466
5836,0.001038854,4477
5837,0.001038854,4456
5838,0.001038854,4376
5839,0.001038854,4319
5840,0.001038854,4387
5841,0.001038854,4475
5842,0.001038854,4412
5843,0.001038854,4429
5844,0.001038854,4362
5845,0.001038854,4320
5846,0.001038854,4333
5847,0.001038854,4451
5848,0.001038854,4392
5849,0.001038854,4391
5850,0.001038854,4453
5851,0.001038854,4334
5852,0.001038854,4360
5853,0.001038854,4426
5854,0.001038854,4368
5855,0.001038854,4396
5856,0.001038854,4441
5857,0.001038854,4380
5858,0.001038854,4385
5859,0.001038854,4462
5860,0.001038854,4359
5861,0.001038854,4436
5862,0.001038854,4448
5863,0.001038854,4413
5864,0.001038854,4330
5865,0.001038854,4437
5866,0.001038854,4408
5867,0.001038854,4467
5868,0.001038854,4325
5869,0.001038854,4374
5870,0.001038854,4449
5871,0.001038854,4321
5872,0.001038854,4323
5873,0.001038854,4443
5874,0.001038854,4418
5875,0.001038854,4439
5876,0.001038854,4356
5877,0.001038854,4373
5878,0.001038854,4460
5879,0.001038854,4440
5880,0.001038854,4394
5881,0.001038854,4331
5882,0.001038854,4480
5883,0.001038854,4469
5884,0.001038854,4336
5885,0.001038854,4474
5886,0.001038854,4338
5887,0.001038854,4450
5888,0.001038854,4406
5889,0.001038854,4457
5890,0.001038854,4395
5891,0.001038854,4344
5892,0.001038854,4328
5893,0.001038854,4379
5894,0.001038854,4366
5895,0.001038854,4420
5896,0.001038854,4398
5897,0.001038854,4444
5898,0.001038854,4422
5899,0.001038854,4335
5900,0.001038854,4401
5901,0.001038854,4464
5902,0.001038854,4355
5903,0.001038854,4361
5904,0.001038854,4397
5905,0.001038854,4350
5906,0.001038854,4471
5907,0.001038854,4324
5908,0.001038854,4402
5909,0.001038854,4332
5910,0.001038854,4409
5911,0.001038854,4424
5912,0.001038854,4364
5913,0.001038854,4352
5914,0.001038854,4322
5915,0.001038854,4318
5916,0.001038854,4473
5917,0.001038854,4463
5918,0.001038854,4367
5919,0.001038854,4400
5920,0.001038854,4416
5921,0.001038854,4435
5922,0.001038854,4461
5923,0.001038854,4479
5924,0.001038854,4386
5925,0.001038854,4478
5926,0.001038854,4470
5927,0.001038854,4430
5928,0.001038854,4431
5929,0.001038854,4465
5930,0.001038854,4432
5931,0.001038854,4415
5932,0.001038854,4345
5933,0.001038854,4349
5934,0.001038854,4371
5935,0.001038854,4458
5936,0.001038854,4423
5937,0.001038854,4347
5938,0.001038854,4459
5939,0.001038854,4421
5940,0.001038854,4419
5941,0.001038854,4327
5942,0.001038854,4411
5943,0.001038854,4369
5944,0.001038854,4351
5945,0.00103291,14379
5946,0.00103291,14400
5947,0.00103291,14394
5948,0.00103291,14393
5949,0.00103291,14378
5950,0.00103291,14383
5951,0.00103291,14367
5952,0.00103291,14387
5953,0.00103291,14380
5954,0.00103291,14397
5955,0.00103291,14365
5956,0.00103291,14407
5957,0.00103291,14388
5958,0.00103291,14375
5959,0.00103291,14406
5960,0.00103291,14398
5961,0.00103291,14377
5962,0.00103291,14395
5963,0.00103291,14382
5964,0.00103291,14376
5965,0.00103291,14371
5966,0.00103291,14386
5967,0.00103291,14403
5968,0.00103291,14374
5969,0.00103291,14366
5970,0.00103291,14385
5971,0.00103291,14409
5972,0.00103291,14399
5973,0.00103291,14362
5974,0.00103291,14412
5975,0.00103291,14410
5976,0.00103291,14396
5977,0.00103291,14364
5978,0.00103291,14381
5979,0.00103291,14402
5980,0.00103291,14404
5981,0.00103291,14408
5982,0.00103291,14405
5983,0.00103291,14391
5984,0.00103291,14384
5985,0.001031928,4541
5986,0.001031928,4512
5987,0.001031928,4535
5988,0.001031928,4598
5989,0.001031928,4492
5990,0.001031928,4592
5991,0.001031928,4542
5992,0.001031928,4554
5993,0.001031928,4585
5994,0.001031928,4564
5995,0.001031928,4484
5996,0.001031928,4601
5997,0.001031928,4537
5998,0.001031928,4514
5999,0.001031928,4487
6000,0.001031928,4614
6001,0.001031928,4611
6002,0.001031928,4508
6003,0.001031928,4520
6004,0.001031928,4483
6005,0.001031928,4482
6006,0.001031928,4491
6007,0.001031928,4605
6008,0.001031928,4584
6009,0.001031928,4597
6010,0.001031928,4527
6011,0.001031928,4561
6012,0.001031928,4576
6013,0.001031928,4619
6014,0.001031928,4571
6015,0.001031928,4529
6016,0.001031928,4595
6017,0.001031928,4547
6018,0.001031928,4615
6019,0.001031928,4556
6020,0.001031928,4521
6021,0.001031928,4621
6022,0.001031928,4533
6023,0.001031928,4577
